Experiment,Mean_Accuracy,Std_Accuracy,Mean_Sensitivity,Std_Sensitivity,Mean_Specificity,Std_Specificity
MLP_baseline,0.8927536231884059,0.045461991714081516,0.8804301075268818,0.09981344605982163,0.9036437246963562,0.05199168081966441
MLP_smoteenn,0.8797101449275363,0.05146458233207159,0.8219354838709677,0.1095088310024459,0.9269905533063427,0.032559435089791304
LSTM_baseline,0.8913043478260871,0.03680702927304432,0.8576344086021506,0.09118406369578896,0.9193657219973008,0.03498147779460152
LSTM_smoteenn,0.8753623188405797,0.0539161601093863,0.8220430107526882,0.12634683135887143,0.9192307692307692,0.04099438799995221
GRU_baseline,0.8927536231884059,0.03899601173064843,0.857741935483871,0.10409363030929292,0.9219973009446691,0.03598484583797244
GRU_smoteenn,0.8768115942028987,0.05696592465806824,0.8156989247311828,0.132712045394214,0.9271255060728745,0.03199547666821674
