model,train_time_mean,train_time_std
CatBoost,10.7001549243927,2.3093866648913175
LightGBM,0.21351046562194825,0.021095463614263132
LogisticRegression,1.687505801518758,0.19433843546942578
MLP,9.910541677474976,2.738406890693916
TabNet,30.852191654841103,7.361724624886407
