train_losses,val_losses,val_accuracies,val_sensitivities,val_specificities,Fold
0.5730881734327836,0.5114897986253103,0.855072463768116,0.7948717948717948,0.9333333333333333,0
0.3357376705516468,0.3517096409763115,0.855072463768116,0.7948717948717948,0.9333333333333333,0
0.16099870096553456,0.30862576282326726,0.855072463768116,0.7948717948717948,0.9333333333333333,0
0.0875574304298921,0.3238107707567405,0.8840579710144928,0.8205128205128205,0.9666666666666667,0
0.04412727952003479,0.3578415757207119,0.8840579710144928,0.8205128205128205,0.9666666666666667,0
0.02730328366160393,0.3950123320522624,0.8985507246376812,0.8461538461538461,0.9666666666666667,0
0.017822540653022852,0.407705639242667,0.8985507246376812,0.8461538461538461,0.9666666666666667,0
0.012019386379556223,0.43588718040711316,0.8985507246376812,0.8461538461538461,0.9666666666666667,0
0.012864083288745446,0.46616137332951085,0.8985507246376812,0.8461538461538461,0.9666666666666667,0
0.009431519714946096,0.491444190815631,0.8985507246376812,0.8461538461538461,0.9666666666666667,0
0.012649359587918628,0.5176910744301731,0.8985507246376812,0.8461538461538461,0.9666666666666667,0
0.006296312859789891,0.5217556059832914,0.8985507246376812,0.8461538461538461,0.9666666666666667,0
0.005670817435549741,0.5104027023282496,0.8985507246376812,0.8461538461538461,0.9666666666666667,0
0.004010829020460898,0.5293226589851986,0.8985507246376812,0.8461538461538461,0.9666666666666667,0
0.004089205513115634,0.562320410613092,0.8985507246376812,0.8461538461538461,0.9666666666666667,0
0.0029671657661145385,0.572469292096355,0.8985507246376812,0.8461538461538461,0.9666666666666667,0
0.002462956344243139,0.5987704452194705,0.8985507246376812,0.8461538461538461,0.9666666666666667,0
0.0034461058655076405,0.6225487103527986,0.8985507246376812,0.8461538461538461,0.9666666666666667,0
0.00244890484450893,0.6461541291770856,0.8985507246376812,0.8461538461538461,0.9666666666666667,0
0.0016347135417163372,0.6512124783395742,0.8985507246376812,0.8461538461538461,0.9666666666666667,0
0.6066797863785389,0.5456999168879744,0.8115942028985508,0.8717948717948718,0.7333333333333333,1
0.3957053971453517,0.42102324055588763,0.8260869565217391,0.8717948717948718,0.7666666666666667,1
0.2135619749410549,0.39235572495322296,0.8405797101449275,0.8717948717948718,0.8,1
0.1355364080985206,0.41561490858810535,0.8405797101449275,0.8717948717948718,0.8,1
0.09761694616771777,0.44169197609459143,0.8985507246376812,0.8717948717948718,0.9333333333333333,1
0.07960253884349705,0.46045286780682165,0.8985507246376812,0.8717948717948718,0.9333333333333333,1
0.06639141540185194,0.46994659606961237,0.8985507246376812,0.8717948717948718,0.9333333333333333,1
0.05271919955900427,0.4681938528150752,0.8985507246376812,0.8717948717948718,0.9333333333333333,1
0.055957375497372654,0.4868420332238294,0.8985507246376812,0.8717948717948718,0.9333333333333333,1
0.03835606161326781,0.49594738323619403,0.8985507246376812,0.8717948717948718,0.9333333333333333,1
0.038286736994506555,0.5058581686538198,0.8985507246376812,0.8717948717948718,0.9333333333333333,1
0.03447728608957659,0.5155866588803305,0.8985507246376812,0.8717948717948718,0.9333333333333333,1
0.03318510514923747,0.5391547869944918,0.9130434782608695,0.8717948717948718,0.9666666666666667,1
