dataset,model,condition,accuracy_mean,accuracy_std,accuracy_median,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,precision_mean,precision_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,val_loss_mean,runtime_seconds_mean,fold_count
australian,gru,baseline,0.7898550724637682,0.09323796650057381,0.7536231884057971,0.7431182795698925,0.15345228394538274,0.8273279352226721,0.06620136660953649,0.7718852838338133,0.0884546785807382,0.7539983556823373,0.11867496717941378,0.8509274737712769,0.09238978059031062,0.8260824876715276,0.10985893567280389,0.7852231073962823,0.0984109300303554,0.45625501573085786,2.3053274869918825,10
australian,gru,focal_loss,0.8014492753623188,0.08256489501855893,0.8043478260869565,0.7629032258064516,0.12905938583809015,0.8328609986504724,0.06557221008529539,0.7839806042189081,0.08635499691771205,0.7710219769248844,0.10069738687939976,0.8606284735826332,0.08192662345213036,0.8371036191387956,0.10268535619413573,0.797882112228462,0.08658515935441932,0.05785525217652321,2.616221070289612,10
australian,gru,smoteenn,0.7507246376811594,0.0852763059463429,0.7101449275362319,0.661505376344086,0.15486675041463185,0.8219298245614034,0.07557318108215272,0.7501472036348348,0.0887286207673085,0.6963197155337285,0.11612787218762381,0.8235710243350312,0.0742388148817444,0.7941589865417626,0.08992544537674703,0.7417176004527447,0.09037632805752713,0.5002772271633148,1.56070396900177,10
australian,gru,weighted_bce,0.7652173913043478,0.08192644222492783,0.7753623188405797,0.7431182795698924,0.13489893833793656,0.7829284750337382,0.0560239578155338,0.7296708191079715,0.07430789244802721,0.7344738408703344,0.10220302765666661,0.8377460711331679,0.0761772008626838,0.8122761174570344,0.08702257568129333,0.7630233773018154,0.08668851745389382,0.5481332957744598,2.390096735954285,10
australian,lstm,baseline,0.8,0.07126217938004165,0.7898550724637681,0.7363440860215054,0.13838820610777416,0.8507422402159245,0.05740544466130015,0.7987968691876272,0.06528576233344563,0.7613788086832755,0.09632627914021824,0.8588957816377171,0.06359809407805277,0.8439071280241996,0.06767018427360816,0.7935431631187149,0.07678062553149591,0.46158520579338075,2.9300129413604736,10
australian,lstm,focal_loss,0.7710144927536231,0.0760159932860713,0.7536231884057971,0.7429032258064516,0.12232303308396987,0.7932523616734143,0.08649923757334507,0.745736435043999,0.08937985201061635,0.7406504786150856,0.09457415517125706,0.8400520221148404,0.0765914860531115,0.8129357432019372,0.09284957691129336,0.768077793739933,0.0782717535597047,0.0625413317233324,2.1937653064727782,10
australian,lstm,smoteenn,0.7347826086956522,0.10317148715089802,0.7246376811594203,0.578494623655914,0.2624786759053865,0.8617408906882591,0.09696348188360346,0.6968054869779008,0.2599990819848555,0.6213025280521973,0.25136765302497,0.8198419746637065,0.0812934679431303,0.7856670004980548,0.09444883820127144,0.7201177571720866,0.1156264641614281,0.5200612798333168,1.8048940896987915,10
australian,lstm,weighted_bce,0.7855072463768116,0.07783626690289017,0.782608695652174,0.7631182795698924,0.11543227635203529,0.8036437246963561,0.09852476247473134,0.7631428571428571,0.08605496944651081,0.7591398298142161,0.08620431086511848,0.856557978900933,0.06709654892004609,0.8364938043315909,0.07186109481694374,0.7833810021331244,0.07880402876234925,0.5310287237167358,2.517797112464905,10
australian,mlp,baseline,0.855072463768116,0.0655297582910654,0.8768115942028986,0.8286021505376343,0.1399348520713071,0.8775303643724696,0.05741993968979465,0.8455817293518907,0.06306490102860507,0.8313980599594307,0.08755473290603202,0.931160448681671,0.04437886614981366,0.9154236965610985,0.04630116260721706,0.853066257455052,0.07141965049307096,0.3253591388463974,2.5340693473815916,10
australian,mlp,focal_loss,0.8623188405797102,0.05766829172132039,0.8768115942028986,0.854516129032258,0.11983773281414906,0.8696356275303645,0.06265969320886297,0.8431271050462227,0.06390682319984614,0.8441953787436602,0.07204154961796692,0.9351496814824489,0.040665773064648796,0.9213419880374115,0.037571158442574505,0.8620758782813113,0.06204448511136571,0.04234673772007227,2.4944607734680178,10
australian,mlp,smoteenn,0.8434782608695652,0.055418861448115864,0.8478260869565217,0.8184946236559141,0.1311630123947087,0.8643724696356274,0.04683442171267586,0.8295936087871573,0.04629145763386819,0.8190026824044354,0.07601865541492073,0.9215069000043533,0.046415001607228445,0.9022445877852974,0.05554685463814144,0.8414335466457707,0.06183730406826983,0.36522820591926575,1.4519326448440553,10
australian,mlp,weighted_bce,0.8623188405797102,0.06975617912170846,0.8695652173913044,0.8546236559139786,0.14026825738199697,0.8695681511470985,0.053520914788298776,0.8397406961660117,0.06108384865176882,0.8426157306538492,0.09000966485197638,0.932609957482623,0.04526985141266083,0.9169917711234984,0.048166103491291336,0.8620959035305384,0.07559379947259638,0.3593877002596855,2.865294671058655,10
default_credit,gru,baseline,0.8207333333333333,0.006145961235329495,0.8205,0.35579103745297935,0.01991501585446473,0.9527898979197074,0.005481069373590761,0.6819939557153863,0.027158627786739734,0.4673595470810337,0.020749332685650074,0.7737955160729734,0.01114140964673607,0.5524567446438152,0.02018165554086016,0.6542904676863434,0.010276207243967876,0.43164321099122366,92.60570638179779,10
default_credit,gru,focal_loss,0.7633666666666666,0.017443701328828786,0.768,0.6092585273219575,0.02924747855110043,0.8071411143545466,0.02845571233963135,0.4751946108273441,0.02850071016924435,0.5328191550478529,0.014514382955201357,0.7736276935570938,0.011435194584642554,0.5483815343974328,0.022238462908601063,0.7081998208382521,0.00921737132962542,0.04957747540573279,88.35442123413085,10
default_credit,gru,smoteenn,0.7243,0.05172731207800012,0.742,0.6504168256737357,0.07172964160443104,0.7453027458807393,0.08454898683567892,0.4316531418329868,0.054384993755549914,0.5129999142701058,0.02562841132373509,0.7602914571208446,0.015913315527735835,0.521801088589295,0.02564862313270337,0.6978597857772375,0.01726557621236647,0.6813360494295756,52.43068487644196,10
default_credit,gru,weighted_bce,0.7655666666666667,0.008037028503153005,0.7653333333333334,0.6038220756328482,0.027228740059301017,0.8115036693806015,0.014351740455622127,0.4768685934901997,0.014028647643234162,0.5324815911307946,0.012316621646059052,0.7748312917508792,0.0129794123034208,0.549834670661016,0.02042320177058402,0.7076628725067249,0.009811103736758288,0.8788315630435944,79.34215607643128,10
default_credit,lstm,baseline,0.8195666666666666,0.006126344649579586,0.8201666666666667,0.3547279616202366,0.02845791658564727,0.9515911395595571,0.00705958563422405,0.6762846797754998,0.0281376711472488,0.46465207057179636,0.026487128265075703,0.7693692594873149,0.013349304720961217,0.5427945127114298,0.021789670097256734,0.6531595505898968,0.012927509483471726,0.4334221407016118,78.98866777420044,10
default_credit,lstm,focal_loss,0.7668666666666667,0.014736533924188711,0.7666666666666666,0.6026158934380054,0.029762742271524263,0.8135155274588074,0.02504590741072778,0.4805471013594607,0.026795686041578188,0.5336468037152196,0.012692431225807842,0.7705938209035629,0.011328241192577804,0.5421071102669047,0.01727898427389702,0.7080657104484064,0.008832497409496291,0.04986516607801119,64.74678127765655,10
default_credit,lstm,smoteenn,0.7266,0.06921995715930344,0.7521666666666667,0.5743101364734958,0.16131749220087607,0.7698640394839421,0.11777784691652946,0.4279887061601064,0.07235892195971987,0.47598976903653956,0.0935677728025043,0.734922595562837,0.050145279205647264,0.4778330185723438,0.0670897396307603,0.672087087978719,0.05356139365098192,0.6562507028897604,35.68651859760284,10
default_credit,lstm,weighted_bce,0.7733,0.013279009705751101,0.7726666666666666,0.585885396790783,0.026885643569035493,0.8265258006987063,0.02002964543910443,0.4909921348220784,0.025812709356494445,0.5335629201370524,0.01661124870796018,0.7708400161743539,0.012785412830741482,0.5471344699475333,0.024055785378691925,0.7062055987447446,0.011476240454237147,0.8821040240128835,89.24686329364776,10
default_credit,mlp,baseline,0.8211666666666666,0.006164914666036023,0.8233333333333334,0.351269557869487,0.027742338220203538,0.9546305963915804,0.004299410928871673,0.6872517879526823,0.023095806097165623,0.46447053743843025,0.027586834258470774,0.7798444499117909,0.010246514687878645,0.5514023035365392,0.016241310098629724,0.6529500771305337,0.013429331398020364,0.4297051986694336,98.31988234519959,10
default_credit,mlp,focal_loss,0.7613,0.011850352914471821,0.762,0.6188982173036035,0.03132126989043288,0.801746546034314,0.02036124653138343,0.4708315786410295,0.018138198308950988,0.5342094580004423,0.01408313563143824,0.7794645395152231,0.010262039921606576,0.5487686353702659,0.01592106530355398,0.7103223816689588,0.010877287366102013,0.04926077770292759,92.73992550373077,10
default_credit,mlp,smoteenn,0.6720666666666666,0.020156057815621235,0.6715,0.730408966181468,0.027153818513718637,0.6554955532206728,0.031153771837799396,0.3766874308637444,0.01593733740353513,0.4965810217760553,0.012532801474125865,0.7752523237791925,0.011880150983095639,0.5359524555964542,0.017186450141523285,0.6929522597010704,0.010492263455191537,0.7910717613220215,63.30819070339203,10
default_credit,mlp,weighted_bce,0.7620333333333333,0.0134572482649388,0.7663333333333333,0.6154311817405368,0.02059616130229043,0.8036729342149226,0.020071575214824566,0.4720032496560405,0.02032784931455839,0.5338089563721158,0.013549336747753733,0.7804057020949927,0.00958725361833747,0.5481431054913373,0.016003226583232874,0.7095520579777297,0.009214296865387628,0.8725667659282685,106.45041060447693,10
german,gru,baseline,0.709,0.022335820757001284,0.7,0.07333333333333333,0.1577621275493231,0.9814285714285715,0.04951007135455251,0.1359848484848485,0.29399649945130896,0.09205058717253839,0.19431753116156775,0.6042380952380952,0.10627270406424093,0.4182331643309066,0.11349426145874264,0.5273809523809524,0.05772684393728743,0.5865584313869476,3.0206229209899904,10
german,gru,focal_loss,0.518,0.14718091663738958,0.55,0.5700000000000001,0.28434460053226235,0.4957142857142857,0.32262036548667744,0.35124039132455664,0.0666429083893764,0.39291639439959286,0.09028067086030593,0.5793809523809524,0.06555634343659679,0.3871993373037528,0.04128220738845697,0.5328571428571428,0.05141975233025938,0.07202424630522727,1.7320738792419434,10
german,gru,smoteenn,0.42699999999999994,0.11479934184867475,0.475,0.8133333333333332,0.1758225817320221,0.26142857142857145,0.2288738079262206,0.32609071423216157,0.03748928631629216,0.45928469280541134,0.04014143623291712,0.5901904761904762,0.05328474733272098,0.3859404216314807,0.07153179050593873,0.5373809523809523,0.051422814688582986,0.7574413537979126,1.5621845483779908,10
german,gru,weighted_bce,0.563,0.09603818684946802,0.61,0.5633333333333334,0.2202411697197102,0.5628571428571428,0.20506069009275082,0.3579675738241249,0.06080921435176985,0.42350025799632124,0.0984131625144435,0.5828571428571429,0.07455064006424364,0.3760418162607222,0.06635359604207057,0.5630952380952381,0.06239377468284474,0.9502489328384399,2.271856594085693,10
german,lstm,baseline,0.7,0.0,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5341428571428571,0.05216154143270622,0.328619510619595,0.03531266235158166,0.5,0.0,0.6111842870712281,1.737081813812256,10
german,lstm,focal_loss,0.5189999999999999,0.1262669130585417,0.5549999999999999,0.6133333333333333,0.2662960387368043,0.47857142857142854,0.2870010705772222,0.3448844796511549,0.037810104470121425,0.41538598362721924,0.08701457050930343,0.5836428571428571,0.05678393117784357,0.38611438301994927,0.05428984176492363,0.545952380952381,0.04067102190970429,0.07174630612134933,1.8551443099975586,10
german,lstm,smoteenn,0.31799999999999995,0.05692099788303081,0.3,0.9666666666666666,0.07370277311900889,0.04,0.11183888638544513,0.30258203281312523,0.012829536024092581,0.4597726430315716,0.006611622888051169,0.542142857142857,0.02957134763001299,0.34784038503817055,0.029894537836176693,0.5033333333333333,0.021537056372172406,0.7536491990089417,1.42860746383667,10
german,lstm,weighted_bce,0.554,0.11510381787277468,0.59,0.6466666666666667,0.1792990467017272,0.5142857142857142,0.21528865819918697,0.37349303552382,0.0647044622229178,0.4632134387045239,0.07539822647885576,0.6136666666666667,0.07704458434452327,0.39908947474166034,0.07511812959742546,0.5804761904761905,0.07010951372919313,0.9434524297714233,2.346958041191101,10
german,mlp,baseline,0.772,0.0367574633389073,0.78,0.5,0.11439589045541111,0.8885714285714286,0.013127665478181167,0.6502398833051007,0.07129649647473675,0.5627144557348511,0.10086176100467323,0.7988333333333333,0.03847667013426203,0.6287577467030148,0.06229629803622848,0.6942857142857143,0.05848511728908878,0.48276990950107573,3.0296237468719482,10
german,mlp,focal_loss,0.73,0.04422166387140534,0.745,0.76,0.08720629720154928,0.7171428571428571,0.04248515813941992,0.5359877418541628,0.05194947925336763,0.627697111686307,0.06047518796910859,0.8044285714285714,0.03601324607235758,0.6314605114020847,0.0628227716465145,0.7385714285714285,0.05303582933971691,0.05756514258682728,3.0261034250259398,10
german,mlp,smoteenn,0.621,0.06967384333050994,0.645,0.8700000000000001,0.048304589153964766,0.5142857142857143,0.10983392947305522,0.43969503010230415,0.04792162487725342,0.5820870881776657,0.04137105551280544,0.782547619047619,0.03576505210225548,0.5961078446820878,0.06830134172366324,0.6921428571428572,0.045730403904512384,0.7170659959316253,1.8309473991394043,10
german,mlp,weighted_bce,0.718,0.05329165037789692,0.72,0.7233333333333334,0.07036062310661143,0.7157142857142856,0.05771538581381216,0.5247920831989181,0.06419229484855456,0.6072797540922295,0.06366763575414784,0.8032380952380953,0.03958117211747266,0.6454442656729632,0.0690933845079334,0.7195238095238096,0.0545694801908939,0.7485180914402008,3.1691635131835936,10
