dataset,model,condition,fold_id,status,n_train,n_val,n_train_after_sampling,val_loss,history_path,checkpoint_path,feature_count_after_preprocessing,feature_names_path,runtime_seconds,accuracy,sensitivity,specificity,precision,f1,balanced_accuracy,tp,tn,fp,fn,roc_auc,pr_auc,prediction_path
australian,gru,baseline,10,success,621,69,621,0.3361123204231262,/kaggle/working/assignment3_outputs/histories/australian_gru_baseline_fold10_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_baseline_fold10_features.json,4.108659744262695,0.8695652173913043,0.9032258064516129,0.8421052631578947,0.8235294117647058,0.8615384615384616,0.8726655348047538,28,32,6,3,0.934634974533107,0.9184897163217798,/kaggle/working/assignment3_outputs/metrics/australian_gru_baseline_fold10_predictions.csv
australian,gru,smoteenn,1,success,621,69,442,0.49104630947113037,/kaggle/working/assignment3_outputs/histories/australian_gru_smoteenn_fold01_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_smoteenn_fold01_features.json,1.786008596420288,0.7681159420289855,0.7333333333333333,0.7948717948717948,0.7333333333333333,0.7333333333333333,0.764102564102564,22,31,8,8,0.8410256410256409,0.7830338599135303,/kaggle/working/assignment3_outputs/metrics/australian_gru_smoteenn_fold01_predictions.csv
australian,gru,smoteenn,2,success,621,69,448,0.589572548866272,/kaggle/working/assignment3_outputs/histories/australian_gru_smoteenn_fold02_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_smoteenn_fold02_features.json,1.479959487915039,0.7101449275362319,0.43333333333333335,0.9230769230769231,0.8125,0.5652173913043478,0.6782051282051282,13,36,3,17,0.7752136752136752,0.7035149556866581,/kaggle/working/assignment3_outputs/metrics/australian_gru_smoteenn_fold02_predictions.csv
australian,gru,smoteenn,3,success,621,69,440,0.24591344594955444,/kaggle/working/assignment3_outputs/histories/australian_gru_smoteenn_fold03_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_smoteenn_fold03_features.json,3.0122430324554443,0.927536231884058,0.9,0.9487179487179487,0.9310344827586207,0.9152542372881356,0.9243589743589744,27,37,2,3,0.9670940170940171,0.9369608191631563,/kaggle/working/assignment3_outputs/metrics/australian_gru_smoteenn_fold03_predictions.csv
australian,gru,smoteenn,4,success,621,69,468,0.6299645304679871,/kaggle/working/assignment3_outputs/histories/australian_gru_smoteenn_fold04_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_smoteenn_fold04_features.json,1.0392391681671143,0.6956521739130435,0.5161290322580645,0.8421052631578947,0.7272727272727273,0.6037735849056604,0.6791171477079796,16,32,6,15,0.7249575551782683,0.6497752932446266,/kaggle/working/assignment3_outputs/metrics/australian_gru_smoteenn_fold04_predictions.csv
australian,gru,smoteenn,5,success,621,69,463,0.5775765776634216,/kaggle/working/assignment3_outputs/histories/australian_gru_smoteenn_fold05_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_smoteenn_fold05_features.json,1.2377448081970215,0.6521739130434783,0.5483870967741935,0.7368421052631579,0.6296296296296297,0.5862068965517241,0.6426146010186757,17,28,10,14,0.7792869269949065,0.7052906340275197,/kaggle/working/assignment3_outputs/metrics/australian_gru_smoteenn_fold05_predictions.csv
australian,gru,smoteenn,6,success,621,69,453,0.41322481632232666,/kaggle/working/assignment3_outputs/histories/australian_gru_smoteenn_fold06_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_smoteenn_fold06_features.json,2.1039977073669434,0.8115942028985508,0.8064516129032258,0.8157894736842105,0.78125,0.7936507936507936,0.8111205432937181,25,31,7,6,0.8921901528013583,0.8738379630134897,/kaggle/working/assignment3_outputs/metrics/australian_gru_smoteenn_fold06_predictions.csv
australian,gru,smoteenn,7,success,621,69,458,0.5657530426979065,/kaggle/working/assignment3_outputs/histories/australian_gru_smoteenn_fold07_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_smoteenn_fold07_features.json,1.2949867248535156,0.6956521739130435,0.6774193548387096,0.7105263157894737,0.65625,0.6666666666666666,0.6939728353140917,21,27,11,10,0.7699490662139219,0.7966701479216904,/kaggle/working/assignment3_outputs/metrics/australian_gru_smoteenn_fold07_predictions.csv
australian,gru,smoteenn,8,success,621,69,453,0.4273108243942261,/kaggle/working/assignment3_outputs/histories/australian_gru_smoteenn_fold08_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_smoteenn_fold08_features.json,1.9201898574829102,0.8405797101449275,0.8387096774193549,0.8421052631578947,0.8125,0.8253968253968254,0.8404074702886248,26,32,6,5,0.8883701188455008,0.8880108316845041,/kaggle/working/assignment3_outputs/metrics/australian_gru_smoteenn_fold08_predictions.csv
australian,gru,smoteenn,9,success,621,69,459,0.5516272783279419,/kaggle/working/assignment3_outputs/histories/australian_gru_smoteenn_fold09_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_smoteenn_fold09_features.json,1.148902177810669,0.6956521739130435,0.6129032258064516,0.7631578947368421,0.6785714285714286,0.6440677966101694,0.6880305602716469,19,29,9,12,0.7699490662139219,0.8001865642826809,/kaggle/working/assignment3_outputs/metrics/australian_gru_smoteenn_fold09_predictions.csv
australian,gru,smoteenn,10,success,621,69,442,0.5107828974723816,/kaggle/working/assignment3_outputs/histories/australian_gru_smoteenn_fold10_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_smoteenn_fold10_features.json,1.3554720878601074,0.7101449275362319,0.5483870967741935,0.8421052631578947,0.7391304347826086,0.6296296296296297,0.6952461799660441,17,32,6,14,0.8276740237691003,0.8043087964797699,/kaggle/working/assignment3_outputs/metrics/australian_gru_smoteenn_fold10_predictions.csv
australian,gru,weighted_bce,1,success,621,69,621,0.45893388986587524,/kaggle/working/assignment3_outputs/histories/australian_gru_weighted_bce_fold01_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_weighted_bce_fold01_features.json,2.5677969455718994,0.7681159420289855,0.7333333333333333,0.7948717948717948,0.7333333333333333,0.7333333333333333,0.764102564102564,22,31,8,8,0.9042735042735042,0.8766448624427211,/kaggle/working/assignment3_outputs/metrics/australian_gru_weighted_bce_fold01_predictions.csv
australian,gru,weighted_bce,2,success,621,69,621,0.653694212436676,/kaggle/working/assignment3_outputs/histories/australian_gru_weighted_bce_fold02_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_weighted_bce_fold02_features.json,1.589522361755371,0.7101449275362319,0.6333333333333333,0.7692307692307693,0.6785714285714286,0.6551724137931034,0.7012820512820512,19,30,9,11,0.7692307692307692,0.6994073215298645,/kaggle/working/assignment3_outputs/metrics/australian_gru_weighted_bce_fold02_predictions.csv
australian,gru,weighted_bce,3,success,621,69,621,0.33535879850387573,/kaggle/working/assignment3_outputs/histories/australian_gru_weighted_bce_fold03_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_weighted_bce_fold03_features.json,2.8010172843933105,0.9565217391304348,1.0,0.9230769230769231,0.9090909090909091,0.9523809523809523,0.9615384615384616,30,36,3,0,0.9700854700854701,0.9416202136375927,/kaggle/working/assignment3_outputs/metrics/australian_gru_weighted_bce_fold03_predictions.csv
australian,gru,weighted_bce,4,success,621,69,621,0.7094157934188843,/kaggle/working/assignment3_outputs/histories/australian_gru_weighted_bce_fold04_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_weighted_bce_fold04_features.json,1.3643255233764648,0.6521739130434783,0.5161290322580645,0.7631578947368421,0.64,0.5714285714285714,0.6396434634974533,16,29,9,15,0.7287775891341257,0.6592190751931754,/kaggle/working/assignment3_outputs/metrics/australian_gru_weighted_bce_fold04_predictions.csv
australian,gru,weighted_bce,5,success,621,69,621,0.5711293816566467,/kaggle/working/assignment3_outputs/histories/australian_gru_weighted_bce_fold05_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_weighted_bce_fold05_features.json,3.527165174484253,0.782608695652174,0.8387096774193549,0.7368421052631579,0.7222222222222222,0.7761194029850746,0.7877758913412564,26,28,10,5,0.8395585738539898,0.7820227989082553,/kaggle/working/assignment3_outputs/metrics/australian_gru_weighted_bce_fold05_predictions.csv
australian,gru,weighted_bce,6,success,621,69,621,0.493679940700531,/kaggle/working/assignment3_outputs/histories/australian_gru_weighted_bce_fold06_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_weighted_bce_fold06_features.json,2.713017702102661,0.7971014492753623,0.7741935483870968,0.8157894736842105,0.7741935483870968,0.7741935483870968,0.7949915110356536,24,31,7,7,0.8947368421052632,0.8855916149158589,/kaggle/working/assignment3_outputs/metrics/australian_gru_weighted_bce_fold06_predictions.csv
australian,gru,weighted_bce,7,success,621,69,621,0.6361062526702881,/kaggle/working/assignment3_outputs/histories/australian_gru_weighted_bce_fold07_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_weighted_bce_fold07_features.json,1.235173225402832,0.7101449275362319,0.6451612903225806,0.7631578947368421,0.6896551724137931,0.6666666666666666,0.7041595925297114,20,29,9,11,0.7376910016977929,0.7647499753161444,/kaggle/working/assignment3_outputs/metrics/australian_gru_weighted_bce_fold07_predictions.csv
australian,gru,weighted_bce,8,success,621,69,621,0.5220019221305847,/kaggle/working/assignment3_outputs/histories/australian_gru_weighted_bce_fold08_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_weighted_bce_fold08_features.json,2.2990705966949463,0.782608695652174,0.8387096774193549,0.7368421052631579,0.7222222222222222,0.7761194029850746,0.7877758913412564,26,28,10,5,0.8590831918505942,0.8508206611628062,/kaggle/working/assignment3_outputs/metrics/australian_gru_weighted_bce_fold08_predictions.csv
australian,gru,weighted_bce,9,success,621,69,621,0.5514243245124817,/kaggle/working/assignment3_outputs/histories/australian_gru_weighted_bce_fold09_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_weighted_bce_fold09_features.json,4.053901195526123,0.782608695652174,0.7741935483870968,0.7894736842105263,0.75,0.7619047619047619,0.7818336162988115,24,30,8,7,0.8370118845500848,0.8446731582707264,/kaggle/working/assignment3_outputs/metrics/australian_gru_weighted_bce_fold09_predictions.csv
australian,gru,weighted_bce,10,success,621,69,621,0.5495884418487549,/kaggle/working/assignment3_outputs/histories/australian_gru_weighted_bce_fold10_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_weighted_bce_fold10_features.json,1.7357406616210938,0.7101449275362319,0.6774193548387096,0.7368421052631579,0.6774193548387096,0.6774193548387096,0.7071307300509337,21,28,10,10,0.8370118845500849,0.8180114931931988,/kaggle/working/assignment3_outputs/metrics/australian_gru_weighted_bce_fold10_predictions.csv
australian,gru,focal_loss,1,success,621,69,621,0.05586322396993637,/kaggle/working/assignment3_outputs/histories/australian_gru_focal_loss_fold01_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_focal_loss_fold01_features.json,2.205066442489624,0.8115942028985508,0.8666666666666667,0.7692307692307693,0.7428571428571429,0.8,0.8179487179487179,26,30,9,4,0.8982905982905983,0.8676561723911127,/kaggle/working/assignment3_outputs/metrics/australian_gru_focal_loss_fold01_predictions.csv
australian,gru,focal_loss,2,success,621,69,621,0.07445786893367767,/kaggle/working/assignment3_outputs/histories/australian_gru_focal_loss_fold02_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_focal_loss_fold02_features.json,1.2705237865447998,0.7536231884057971,0.6333333333333333,0.8461538461538461,0.76,0.6909090909090909,0.7397435897435898,19,33,6,11,0.7811965811965813,0.7082993791530647,/kaggle/working/assignment3_outputs/metrics/australian_gru_focal_loss_fold02_predictions.csv
australian,gru,focal_loss,3,success,621,69,621,0.03943819925189018,/kaggle/working/assignment3_outputs/histories/australian_gru_focal_loss_fold03_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_focal_loss_fold03_features.json,2.986213207244873,0.9420289855072463,1.0,0.8974358974358975,0.8823529411764706,0.9375,0.9487179487179487,30,35,4,0,0.9709401709401709,0.9498082563612634,/kaggle/working/assignment3_outputs/metrics/australian_gru_focal_loss_fold03_predictions.csv
australian,gru,focal_loss,4,success,621,69,621,0.08041532337665558,/kaggle/working/assignment3_outputs/histories/australian_gru_focal_loss_fold04_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_focal_loss_fold04_features.json,0.9526000022888184,0.6666666666666666,0.5483870967741935,0.7631578947368421,0.6538461538461539,0.5964912280701754,0.6557724957555178,17,29,9,14,0.7224108658743633,0.6522394039368162,/kaggle/working/assignment3_outputs/metrics/australian_gru_focal_loss_fold04_predictions.csv
australian,gru,focal_loss,5,success,621,69,621,0.06721539795398712,/kaggle/working/assignment3_outputs/histories/australian_gru_focal_loss_fold05_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_focal_loss_fold05_features.json,2.4267477989196777,0.7971014492753623,0.7419354838709677,0.8421052631578947,0.7931034482758621,0.7666666666666667,0.7920203735144312,23,32,6,8,0.8157894736842105,0.7816252111682772,/kaggle/working/assignment3_outputs/metrics/australian_gru_focal_loss_fold05_predictions.csv
australian,gru,focal_loss,6,success,621,69,621,0.042904097586870193,/kaggle/working/assignment3_outputs/histories/australian_gru_focal_loss_fold06_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_focal_loss_fold06_features.json,4.273553133010864,0.8840579710144928,0.8064516129032258,0.9473684210526315,0.9259259259259259,0.8620689655172413,0.8769100169779287,25,36,2,6,0.931239388794567,0.9409764046486495,/kaggle/working/assignment3_outputs/metrics/australian_gru_focal_loss_fold06_predictions.csv
australian,gru,focal_loss,7,success,621,69,621,0.06962107121944427,/kaggle/working/assignment3_outputs/histories/australian_gru_focal_loss_fold07_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_focal_loss_fold07_features.json,1.7869184017181396,0.7391304347826086,0.7096774193548387,0.7631578947368421,0.7096774193548387,0.7096774193548387,0.7364176570458405,22,29,9,9,0.7869269949066214,0.7994406905186606,/kaggle/working/assignment3_outputs/metrics/australian_gru_focal_loss_fold07_predictions.csv
australian,gru,focal_loss,8,success,621,69,621,0.05982711538672447,/kaggle/working/assignment3_outputs/histories/australian_gru_focal_loss_fold08_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_focal_loss_fold08_features.json,1.946115255355835,0.7246376811594203,0.6774193548387096,0.7631578947368421,0.7,0.6885245901639344,0.7202886247877759,21,29,9,10,0.8497453310696095,0.8263130327867956,/kaggle/working/assignment3_outputs/metrics/australian_gru_focal_loss_fold08_predictions.csv
australian,gru,focal_loss,9,success,621,69,621,0.04963277280330658,/kaggle/working/assignment3_outputs/histories/australian_gru_focal_loss_fold09_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_focal_loss_fold09_features.json,4.086365461349487,0.8405797101449275,0.8064516129032258,0.868421052631579,0.8333333333333334,0.819672131147541,0.8374363327674024,25,33,5,6,0.9074702886247878,0.9055308450544273,/kaggle/working/assignment3_outputs/metrics/australian_gru_focal_loss_fold09_predictions.csv
australian,gru,focal_loss,10,success,621,69,621,0.03917745128273964,/kaggle/working/assignment3_outputs/histories/australian_gru_focal_loss_fold10_history.csv,,29,/kaggle/working/assignment3_outputs/models/australian_gru_focal_loss_fold10_features.json,3.966660499572754,0.855072463768116,0.8387096774193549,0.868421052631579,0.8387096774193549,0.8387096774193549,0.8535653650254669,26,33,5,5,0.9422750424448217,0.939146795368889,/kaggle/working/assignment3_outputs/metrics/australian_gru_focal_loss_fold10_predictions.csv
german,mlp,baseline,1,success,900,100,900,0.49177679419517517,/kaggle/working/assignment3_outputs/histories/german_mlp_baseline_fold01_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold01.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold01_features.json,2.234544277191162,0.76,0.4666666666666667,0.8857142857142857,0.6363636363636364,0.5384615384615384,0.6761904761904762,14,62,8,16,0.7947619047619048,0.6222281315186096,/kaggle/working/assignment3_outputs/metrics/german_mlp_baseline_fold01_predictions.csv
german,mlp,baseline,2,success,900,100,900,0.47264426946640015,/kaggle/working/assignment3_outputs/histories/german_mlp_baseline_fold02_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold02.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold02_features.json,3.168891429901123,0.8,0.5666666666666667,0.9,0.7083333333333334,0.6296296296296297,0.7333333333333334,17,63,7,13,0.8111904761904764,0.6951338053511398,/kaggle/working/assignment3_outputs/metrics/german_mlp_baseline_fold02_predictions.csv
german,mlp,baseline,3,success,900,100,900,0.5285033583641052,/kaggle/working/assignment3_outputs/histories/german_mlp_baseline_fold03_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold03.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold03_features.json,2.2505900859832764,0.74,0.4,0.8857142857142857,0.6,0.48,0.6428571428571428,12,62,8,18,0.7473809523809525,0.5597538211266601,/kaggle/working/assignment3_outputs/metrics/german_mlp_baseline_fold03_predictions.csv
german,mlp,baseline,4,success,900,100,900,0.5195741057395935,/kaggle/working/assignment3_outputs/histories/german_mlp_baseline_fold04_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold04.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold04_features.json,2.4847378730773926,0.74,0.4,0.8857142857142857,0.6,0.48,0.6428571428571428,12,62,8,18,0.7604761904761904,0.5245524608483041,/kaggle/working/assignment3_outputs/metrics/german_mlp_baseline_fold04_predictions.csv
german,mlp,baseline,5,success,900,100,900,0.4221043288707733,/kaggle/working/assignment3_outputs/histories/german_mlp_baseline_fold05_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold05.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold05_features.json,6.594296216964722,0.8,0.6333333333333333,0.8714285714285714,0.6785714285714286,0.6551724137931034,0.7523809523809524,19,61,9,11,0.8619047619047618,0.7123675712516433,/kaggle/working/assignment3_outputs/metrics/german_mlp_baseline_fold05_predictions.csv
german,mlp,baseline,6,success,900,100,900,0.5333232879638672,/kaggle/working/assignment3_outputs/histories/german_mlp_baseline_fold06_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold06.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold06_features.json,2.2373626232147217,0.7,0.26666666666666666,0.8857142857142857,0.5,0.34782608695652173,0.5761904761904761,8,62,8,22,0.7397619047619047,0.562909084546793,/kaggle/working/assignment3_outputs/metrics/german_mlp_baseline_fold06_predictions.csv
german,mlp,baseline,7,success,900,100,900,0.46570250391960144,/kaggle/working/assignment3_outputs/histories/german_mlp_baseline_fold07_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold07.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold07_features.json,2.8436524868011475,0.77,0.5333333333333333,0.8714285714285714,0.64,0.5818181818181818,0.7023809523809523,16,61,9,14,0.8190476190476191,0.6304304718968018,/kaggle/working/assignment3_outputs/metrics/german_mlp_baseline_fold07_predictions.csv
german,mlp,baseline,8,success,900,100,900,0.4614047408103943,/kaggle/working/assignment3_outputs/histories/german_mlp_baseline_fold08_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold08.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold08_features.json,2.685542106628418,0.81,0.6,0.9,0.72,0.6545454545454545,0.75,18,63,7,12,0.8235714285714285,0.6402611034646428,/kaggle/working/assignment3_outputs/metrics/german_mlp_baseline_fold08_predictions.csv
german,mlp,baseline,9,success,900,100,900,0.46665725111961365,/kaggle/working/assignment3_outputs/histories/german_mlp_baseline_fold09_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold09.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold09_features.json,2.9206368923187256,0.81,0.5666666666666667,0.9142857142857143,0.7391304347826086,0.6415094339622641,0.7404761904761905,17,64,6,13,0.8180952380952381,0.669953290928614,/kaggle/working/assignment3_outputs/metrics/german_mlp_baseline_fold09_predictions.csv
german,mlp,baseline,10,success,900,100,900,0.4660084545612335,/kaggle/working/assignment3_outputs/histories/german_mlp_baseline_fold10_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold10.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_baseline_fold10_features.json,2.908559560775757,0.79,0.5666666666666667,0.8857142857142857,0.68,0.6181818181818182,0.7261904761904762,17,62,8,13,0.8121428571428572,0.669987726096939,/kaggle/working/assignment3_outputs/metrics/german_mlp_baseline_fold10_predictions.csv
german,mlp,smoteenn,1,success,900,100,751,0.7235990762710571,/kaggle/working/assignment3_outputs/histories/german_mlp_smoteenn_fold01_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold01.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold01_features.json,1.7621479034423828,0.6,0.9,0.4714285714285714,0.421875,0.574468085106383,0.6857142857142857,27,33,37,3,0.7626190476190476,0.5357242765326099,/kaggle/working/assignment3_outputs/metrics/german_mlp_smoteenn_fold01_predictions.csv
german,mlp,smoteenn,2,success,900,100,735,0.6542437672615051,/kaggle/working/assignment3_outputs/histories/german_mlp_smoteenn_fold02_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold02.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold02_features.json,1.7586541175842285,0.65,0.8666666666666667,0.5571428571428572,0.45614035087719296,0.5977011494252874,0.7119047619047619,26,39,31,4,0.7980952380952381,0.652002953944302,/kaggle/working/assignment3_outputs/metrics/german_mlp_smoteenn_fold02_predictions.csv
german,mlp,smoteenn,3,success,900,100,751,0.7575667500495911,/kaggle/working/assignment3_outputs/histories/german_mlp_smoteenn_fold03_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold03.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold03_features.json,1.6253063678741455,0.48,0.9666666666666667,0.2714285714285714,0.3625,0.5272727272727272,0.6190476190476191,29,19,51,1,0.7423809523809524,0.5346831576862536,/kaggle/working/assignment3_outputs/metrics/german_mlp_smoteenn_fold03_predictions.csv
german,mlp,smoteenn,4,success,900,100,703,0.6624220013618469,/kaggle/working/assignment3_outputs/histories/german_mlp_smoteenn_fold04_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold04.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold04_features.json,1.7244224548339844,0.64,0.8333333333333334,0.5571428571428572,0.44642857142857145,0.5813953488372093,0.6952380952380952,25,39,31,5,0.753095238095238,0.5215910931833848,/kaggle/working/assignment3_outputs/metrics/german_mlp_smoteenn_fold04_predictions.csv
german,mlp,smoteenn,5,success,900,100,713,0.7230666875839233,/kaggle/working/assignment3_outputs/histories/german_mlp_smoteenn_fold05_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold05.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold05_features.json,2.136002540588379,0.74,0.9,0.6714285714285714,0.54,0.675,0.7857142857142857,27,47,23,3,0.8450000000000001,0.7291404672107459,/kaggle/working/assignment3_outputs/metrics/german_mlp_smoteenn_fold05_predictions.csv
german,mlp,smoteenn,6,success,900,100,728,0.7753593325614929,/kaggle/working/assignment3_outputs/histories/german_mlp_smoteenn_fold06_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold06.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold06_features.json,1.7701280117034912,0.55,0.8333333333333334,0.42857142857142855,0.38461538461538464,0.5263157894736842,0.6309523809523809,25,30,40,5,0.7326190476190476,0.5272665305775888,/kaggle/working/assignment3_outputs/metrics/german_mlp_smoteenn_fold06_predictions.csv
german,mlp,smoteenn,7,success,900,100,723,0.727009117603302,/kaggle/working/assignment3_outputs/histories/german_mlp_smoteenn_fold07_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold07.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold07_features.json,1.793245792388916,0.6,0.9,0.4714285714285714,0.421875,0.574468085106383,0.6857142857142857,27,33,37,3,0.8157142857142856,0.623832236172212,/kaggle/working/assignment3_outputs/metrics/german_mlp_smoteenn_fold07_predictions.csv
german,mlp,smoteenn,8,success,900,100,748,0.6991022825241089,/kaggle/working/assignment3_outputs/histories/german_mlp_smoteenn_fold08_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold08.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold08_features.json,1.99955153465271,0.65,0.8333333333333334,0.5714285714285714,0.45454545454545453,0.5882352941176471,0.7023809523809523,25,40,30,5,0.8123809523809524,0.6403720727802327,/kaggle/working/assignment3_outputs/metrics/german_mlp_smoteenn_fold08_predictions.csv
german,mlp,smoteenn,9,success,900,100,734,0.7201050519943237,/kaggle/working/assignment3_outputs/histories/german_mlp_smoteenn_fold09_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold09.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold09_features.json,1.9339120388031006,0.65,0.8,0.5857142857142857,0.4528301886792453,0.5783132530120482,0.6928571428571428,24,41,29,6,0.7838095238095238,0.5793161371877602,/kaggle/working/assignment3_outputs/metrics/german_mlp_smoteenn_fold09_predictions.csv
german,mlp,smoteenn,10,success,900,100,734,0.7281858921051025,/kaggle/working/assignment3_outputs/histories/german_mlp_smoteenn_fold10_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold10.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_smoteenn_fold10_features.json,1.7734615802764893,0.65,0.8666666666666667,0.5571428571428572,0.45614035087719296,0.5977011494252874,0.7119047619047619,26,39,31,4,0.7797619047619047,0.6171495215457877,/kaggle/working/assignment3_outputs/metrics/german_mlp_smoteenn_fold10_predictions.csv
german,mlp,weighted_bce,1,success,900,100,900,0.7923819422721863,/kaggle/working/assignment3_outputs/histories/german_mlp_weighted_bce_fold01_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_weighted_bce_fold01.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_weighted_bce_fold01_features.json,2.949570417404175,0.71,0.7666666666666667,0.6857142857142857,0.5111111111111111,0.6133333333333333,0.7261904761904763,23,48,22,7,0.7833333333333333,0.5735237889448926,/kaggle/working/assignment3_outputs/metrics/german_mlp_weighted_bce_fold01_predictions.csv
german,mlp,weighted_bce,2,success,900,100,900,0.7528897523880005,/kaggle/working/assignment3_outputs/histories/german_mlp_weighted_bce_fold02_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_weighted_bce_fold02.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_weighted_bce_fold02_features.json,2.6951019763946533,0.76,0.7666666666666667,0.7571428571428571,0.575,0.6571428571428571,0.7619047619047619,23,53,17,7,0.8085714285714286,0.7202619071989411,/kaggle/working/assignment3_outputs/metrics/german_mlp_weighted_bce_fold02_predictions.csv
german,mlp,weighted_bce,3,success,900,100,900,0.8205645084381104,/kaggle/working/assignment3_outputs/histories/german_mlp_weighted_bce_fold03_history.csv,/kaggle/working/assignment3_outputs/models/german_mlp_weighted_bce_fold03.pt,24,/kaggle/working/assignment3_outputs/models/german_mlp_weighted_bce_fold03_features.json,2.203141689300537,0.64,0.7,0.6142857142857143,0.4375,0.5384615384615384,0.6571428571428571,21,43,27,9,0.757857142857143,0.5816664001434263,/kaggle/working/assignment3_outputs/metrics/german_mlp_weighted_bce_fold03_predictions.csv
