epoch,train_loss,val_loss,val_auc
0,1.1006671837090416,1.0315041807257426,0.6638749551328068
1,1.0325246816950777,0.9829587000230529,0.7108704235463028
2,0.9674726151044012,0.9316968830329293,0.7440555455850683
3,0.9300014836019659,0.913594401386609,0.7579352117731515
4,0.9142717249167869,0.8976220153727972,0.7657600502512563
5,0.9012063306642599,0.8921781759108266,0.7670511037329506
6,0.8978154806235186,0.8866566009860946,0.7702162598707825
7,0.8935306747145966,0.8871629519245118,0.7696814429289304
8,0.8843689983762569,0.8864251129884476,0.7697020818377602
9,0.8814846953317892,0.8851735441385042,0.7708224156496769
10,0.8824516814692047,0.8829551716402455,0.77169082017229
11,0.8767381333630835,0.8823664455578245,0.7721590093323761
12,0.8820180534193176,0.8832683057355404,0.7719396087580761
13,0.877295914494762,0.8827073545556711,0.7721913137114143
14,0.8772515041200049,0.8825486370665876,0.7721002333094042
15,0.8717884523848903,0.8823720788929168,0.7727171572146446
16,0.8739649135082621,0.8816895559181493,0.7731205132806893
17,0.8705055334776769,0.8816551155720457,0.7736652010050252
18,0.8707979095183404,0.8815194031553089,0.7732622936109117
19,0.8715912225108826,0.8814140250605922,0.7733677315147165
20,0.8713672401205811,0.8818821213534465,0.7730590452261307
21,0.8684832879408322,0.8822250719595539,0.7729235463029432
22,0.8675082924556021,0.8818627135109185,0.7731783919597991
23,0.8648983062741146,0.8805397324620418,0.7738164034458004
24,0.8681948334505196,0.880815462620558,0.7737531407035175
25,0.8656959830427525,0.8806378816868757,0.7734960516870065
26,0.8646007795215916,0.8802318254089992,0.7738525215362526
27,0.8663476230024496,0.8808034558980431,0.7741120782483848
28,0.8629663400103356,0.8805807464247418,0.7743251974156496
29,0.8665064572351888,0.880822628172937,0.7740743898061737
30,0.8666570394189862,0.8801432963340513,0.774343144292893
31,0.8661338318597115,0.8792880556076864,0.7748600143575018
32,0.8650115740313266,0.8796748221915078,0.7745226130653267
33,0.8641197590627622,0.8804054973653214,0.7743094938980618
34,0.8655674129221361,0.8805747901372305,0.7742677674084709
35,0.8640430103482852,0.8802959510561357,0.7741192569992821
36,0.8641327107284974,0.8802235447392448,0.7743498743718592
37,0.8620141272363262,0.879996459462884,0.774524856424982
38,0.8633038397625376,0.8793424917540376,0.774882896625987
39,0.8627521868401712,0.879483297550108,0.7746513819095477
40,0.8573883847016468,0.8800789034273786,0.7745145369705672
41,0.8644274429896789,0.880022139650033,0.7744158291457286
42,0.8616028305919768,0.8803308068446243,0.7745073582196698
43,0.860032651978565,0.8799475822618461,0.7746323133524767
44,0.8604175714029253,0.8799138757357741,0.774610104091888
45,0.8634510358783092,0.8799654008681835,0.7747325915290739
46,0.8589205471356335,0.8797884347441465,0.7747135229720028
