epoch,loss,lr,val_auc
0,0.697554982476109,0.02,0.7281258973438621
1,0.6058534835196496,0.02,0.7362464106245513
2,0.5862015533269411,0.02,0.7365602566403446
3,0.5784821441279329,0.02,0.7477467695620962
4,0.5806646779045012,0.02,0.7475915290739411
5,0.5743634220568115,0.02,0.7626135139985641
6,0.5716953908737191,0.02,0.7624611898779612
7,0.5746084025760796,0.02,0.759409772074659
8,0.5668913202750061,0.02,0.7627759332376166
9,0.5664255352969445,0.02,0.7565297469490309
10,0.5599890188652251,0.01,0.7542235732232592
11,0.558743303459581,0.01,0.759302988155061
12,0.5561161376140985,0.01,0.7611815775305097
13,0.5556403962499635,0.01,0.7616055725053841
14,0.5562791234612885,0.01,0.7638067569992821
15,0.5563851067680072,0.01,0.7638197684852837
16,0.5603707736971615,0.01,0.7611800071787509
17,0.5556281902858403,0.01,0.7596421841349604
18,0.5483901388372774,0.01,0.7602586593682699
19,0.5474914438966961,0.01,0.7652102027997129
20,0.5525113122108454,0.005,0.7629610104091887
21,0.5504268356571489,0.005,0.7621951274228285
22,0.5500353307269066,0.005,0.7624356155778894
23,0.5447737050608742,0.005,0.7642365847092606
24,0.5481852961606869,0.005,0.7629282573582198
25,0.5566117834661071,0.005,0.7617563262742284
26,0.5490249814498551,0.005,0.7625345477386936
27,0.5441160257020837,0.005,0.7618092695620962
28,0.5494946016486505,0.005,0.7630292085427136
29,0.5489178656080821,0.005,0.7635916188083273
