epoch,train_loss,val_loss,val_auc
0,1.0554637524910333,0.9482601033699791,0.7459857322325915
1,0.941672484992671,0.9143147716532825,0.7623784099066763
2,0.9184362781623507,0.9004418377881586,0.7666596374730796
3,0.9163739482327729,0.897419627967215,0.7664981155778895
4,0.9092240846058786,0.8903433682523394,0.7709022792534099
5,0.89735940916659,0.8867234053282902,0.7724957376166547
6,0.8918530549495699,0.8851434138911187,0.7728966259870782
7,0.8834947440546542,0.8806535913230845,0.7764667085427136
8,0.8809428698978192,0.8823721658135946,0.7752660624551327
9,0.8742423816011801,0.8791580103395779,0.7761077709978464
10,0.8747034694196478,0.8791504367705314,0.7763307609475951
11,0.871638510640949,0.8800641879091273,0.7755940416367553
12,0.8714882893144827,0.8790501298442963,0.7763392857142857
13,0.8697081328046804,0.8782810614557235,0.7767116834170854
14,0.8684738901815651,0.8786090564674742,0.7765205491744437
15,0.8683318348786482,0.878471585813168,0.7766044508255564
16,0.8669135497980226,0.8770230714152997,0.7772184583632447
17,0.8673804759698425,0.8780189894462984,0.7766520100502512
18,0.8695244165228824,0.8779726817424889,0.7766264357501794
19,0.8669334810108683,0.8778896173327597,0.7772209260588658
20,0.8699091436772146,0.8781709292441507,0.7768826274228285
21,0.8642434618451523,0.8777798818003747,0.7770472900215362
22,0.8665832758043437,0.8778632405204688,0.7772218234027278
23,0.866787686318007,0.8777215100899421,0.7772972002871501
24,0.8645086366380482,0.8777773459177791,0.7771495872218234
25,0.8604747474216975,0.8782960227519705,0.7771002333094041
26,0.8626493745145959,0.8779704206114484,0.7771951274228284
27,0.8644283187122592,0.8783143331132025,0.7767408470926059
28,0.8625212323445641,0.8775924677578307,0.7772366295764538
29,0.8629871700434391,0.8781881358917881,0.7770441493180186
30,0.8646860013159762,0.8779136073735188,0.7770908111988515
31,0.8617281806576612,0.8777905245113691,0.7773981514716439
32,0.8621578250017454,0.878015910690698,0.7772622038765254
33,0.8620496964426568,0.8781338753769209,0.7772835157932521
34,0.8647180545035184,0.8782252370979683,0.7770315865039483
35,0.8616813109536053,0.8779932875787059,0.7772958542713568
36,0.8602619918365314,0.877656659573416,0.7775105437903804
37,0.8617648789823688,0.8782344788677567,0.7772316941852118
38,0.8620423935514644,0.8775990287109264,0.7775323043790381
39,0.8604753905059686,0.8779913800311698,0.7773784099066762
40,0.8606651997304122,0.8784719250756455,0.7771509332376166
41,0.8655229816494804,0.8781648146960308,0.7771881730078966
42,0.8611222511419934,0.877795365615204,0.7773653984206749
43,0.8624305298246961,0.8777904102083574,0.7773371320890166
44,0.8639563513962858,0.8779039921299103,0.7775188442211055
45,0.8667458258847138,0.8778280505083824,0.777452440775305
46,0.8639844787509291,0.8778423780991849,0.777386934673367
