epoch,train_loss,val_loss,val_auc
0,1.03200136718911,0.9489360821658167,0.7445454953338119
1,0.9614887335368779,0.9140020424585056,0.7656777189519023
2,0.9319103723373607,0.8948620411922722,0.7704421661880834
3,0.9138849130508054,0.8857529865488725,0.7730673456568558
4,0.9012960672472148,0.8783622613472987,0.7761537598707824
5,0.8957125411859249,0.8741654488480793,0.7771255832735104
6,0.8895051699785518,0.8709496179465059,0.7794497038765255
7,0.8841384812856029,0.8688730732750176,0.7802294956927495
8,0.8797692882579403,0.8660883895547292,0.7826485104091887
9,0.8764319617840932,0.8667024270578539,0.7819061826992102
10,0.8752401208802677,0.8669682550218134,0.7820905868628859
11,0.8765956116602568,0.8656561054430231,0.7832777727925341
12,0.8718208373411993,0.866136478900379,0.7824450376884422
13,0.8716349698395461,0.8656466817431508,0.7826442480258435
14,0.8653194282772871,0.8676932024478382,0.7811824748743719
15,0.8679727141090501,0.8670262226273406,0.7820250807609477
16,0.8671760551359403,0.8683219772159589,0.7812134332376166
17,0.8651340852122612,0.8668142705658519,0.7825751525484566
18,0.8659665797053481,0.8667122557245451,0.7827784009332377
19,0.866507412875265,0.8678267264657874,0.7817186378320172
