epoch,train_loss,val_loss,val_auc
0,1.036359004638314,0.9586728762201261,0.7400574300071787
1,0.9451205517948961,0.9087901930257396,0.7640295226130653
2,0.9199986080118007,0.894119095285159,0.769236360373295
3,0.9075217955618874,0.8868218147847491,0.7724214824120603
4,0.8936674557904145,0.8822655945651656,0.7744678750897345
5,0.8904937186988139,0.8791579789791807,0.7758161342426417
6,0.879013537330912,0.8785082542060878,0.775843503230438
7,0.8782895772561027,0.8789740794227439,0.7758020010768126
8,0.8756502777583748,0.876781991114208,0.7777871500358937
9,0.8741916717619909,0.8761757256854761,0.7776794687724335
10,0.873823929708239,0.8761928300305919,0.7775157035175879
11,0.8697999463532549,0.8753125468005858,0.7780630832735105
12,0.8692817273306576,0.8760014320905004,0.7780895549174444
13,0.8672919293970138,0.8744949638777235,0.7787060301507537
14,0.865805537503141,0.8753151427519335,0.7789824120603015
15,0.866103169704635,0.8743023390366849,0.7791372038765255
16,0.8610255857940557,0.8738846133097393,0.7795751076812635
17,0.8653671063064452,0.8727563178048648,0.7798676417803302
18,0.8620816837304426,0.8725552466740465,0.7804827709978465
19,0.8623991842638712,0.8718986958762562,0.7803360552763818
20,0.8642659269925609,0.8723326639020536,0.7802687544867193
21,0.8602909997111449,0.8720633279494899,0.780640703517588
22,0.8586434279182728,0.8724039344819422,0.7811405240488155
23,0.8612891498106248,0.8720670351727521,0.7806173725771717
24,0.8567789265769671,0.8742381251428496,0.7792635050251256
25,0.8597058245702308,0.8730976164539876,0.7807214644651832
26,0.8561055117323673,0.8725800977665538,0.7810404702081838
27,0.8557393658053515,0.872496114556861,0.7810723259152909
28,0.8597021252911466,0.8722175207233535,0.7808329594400575
29,0.852060537315791,0.8715136962154418,0.7814662598707824
30,0.8557486316480962,0.8719725094992539,0.7810642498205312
31,0.8547792322597272,0.8722860536002476,0.7809628499641063
32,0.855846761346659,0.8727063661952968,0.7808641421392677
33,0.855551693431995,0.8719896274360852,0.7815515075376884
34,0.8512042330722037,0.8712798105728905,0.7816295764536971
35,0.8530337467210453,0.8724312469346638,0.7809401920315866
36,0.8542050456691828,0.8724012333108268,0.7813935750179468
37,0.8522084545377755,0.8716866895805079,0.7818130832735104
38,0.8535003020429218,0.872623993570733,0.7810970028715004
39,0.8556813404847464,0.8724197923673008,0.7813069813352478
40,0.8521264180464982,0.8718548080945041,0.7813487078248385
41,0.8510177472220901,0.8727203985475195,0.7810772613065327
42,0.8505913986614932,0.8726646693980734,0.7811925699928213
43,0.8480592988779557,0.8727159892624292,0.7811764178033023
44,0.8525890396256329,0.8724660766005383,0.7813832555635318
45,0.8479144400271613,0.8724774549216927,0.7814115218951901
