epoch,train_loss,val_loss,val_auc
0,0.9854514267943539,0.946614087755078,0.7456371141421394
1,0.9327898671873233,0.9231137304470457,0.7541838657573582
2,0.9108764755992642,0.913366078932638,0.7593393305814788
3,0.9019343272395633,0.9071903214836545,0.7624223797559224
4,0.8932234058672183,0.9017859810716716,0.7659769831299353
5,0.8818964372675326,0.896656596024124,0.7687394562096195
6,0.8811486003489695,0.8939188605420979,0.7692141511127063
7,0.8723007464202938,0.8915454348812379,0.7712479809763101
8,0.8723932618153156,0.8897261489617811,0.772316717516152
9,0.8655001867926725,0.8886753680045666,0.7728075646087581
10,0.8678789114924005,0.889321603751156,0.7722651202440776
11,0.8654816241698683,0.8902609212379965,0.7727799712849965
12,0.8662929669005008,0.887713979560886,0.7740337849964105
13,0.866338286556166,0.8886479184412718,0.7732705940416367
14,0.8604858780216131,0.888406069909903,0.7735160175879398
15,0.8615999654970966,0.8876841850620223,0.7742213298636038
16,0.8567441185409058,0.8876815983928218,0.7737811826992103
17,0.8616323079321494,0.8888966421927175,0.7736735014357502
18,0.8586367184993188,0.8866366061140618,0.7746341080402009
19,0.8573088340306216,0.8875961088895532,0.7744867193108399
20,0.8549714203109262,0.8888510282631048,0.7741858847810481
21,0.8549713515093339,0.8878406526249428,0.774725188442211
22,0.8552925252521276,0.8883614065384573,0.7737374371859296
23,0.8552036371987428,0.8870195103964631,0.7751146356783918
24,0.8534188383131996,0.8875068119158337,0.7747265344580043
25,0.8517570343727123,0.8874218302123141,0.7746852566403446
26,0.8544588679887287,0.8875933867673057,0.7747696069633883
27,0.8506894053830603,0.8881486527646609,0.773875403804738
28,0.8499128652358457,0.8880715195806459,0.7743496500358937
29,0.8489693314316791,0.8875023842653523,0.7747812724335965
30,0.8471783947420438,0.8873392670385299,0.7750150305096912
31,0.8520286677395731,0.8881431690047394,0.77505585965542
