epoch,train_loss,val_loss,val_auc
0,1.0444374660627487,0.9614541985434341,0.7303131730078967
1,0.9514886960826016,0.925695164715488,0.7542996231155779
2,0.9252294861994212,0.9139120651697025,0.7580700376884423
3,0.913949202101138,0.9056998692842426,0.7609848348887294
4,0.9018587806807998,0.8994474487919961,0.7644930007178752
5,0.9006425433173851,0.8948120188394829,0.7666446069633883
6,0.8934487677294458,0.8914992441324822,0.7676193467336684
7,0.8865412885084029,0.8906616847692793,0.7683874730796841
8,0.885235926638784,0.8903310155046398,0.7687778176597271
9,0.8811539205374042,0.8900185708739734,0.7688747307968413
10,0.8814831649409962,0.8892865889064462,0.7696343323761665
11,0.8773168081810393,0.8877008761526878,0.7705841708542713
12,0.8725517393562623,0.8874509363736671,0.7705559045226131
13,0.8768138971383028,0.8887560362943155,0.7697473977027998
14,0.8723719215973433,0.890671404702247,0.7683717695620961
15,0.8728593895376361,0.8887574972379725,0.7695100502512564
16,0.8721769925749531,0.8902600909499359,0.7689599784637473
17,0.8712041686926348,0.8891739940749392,0.7697680366116295
18,0.867921238466015,0.8892075378319313,0.7696127961234746
19,0.8706590383718376,0.8888279055063929,0.7699107142857142
