epoch,loss,lr,val_auc
0,0.6885064902097794,0.02,0.7146975951184493
1,0.6143340076424816,0.02,0.7558235373295047
2,0.6020548893369129,0.02,0.7633706478822685
3,0.5901669578595305,0.02,0.7636963837042354
4,0.5939310881779809,0.02,0.7755345926058865
5,0.5860267796608154,0.02,0.7729121051687007
6,0.5829046137622164,0.02,0.7806846733668342
7,0.5729709975523812,0.02,0.7813325556353193
8,0.5794678589480504,0.02,0.7800381371141422
9,0.5790699210689261,0.02,0.7801805904522614
10,0.5817180414690333,0.01,0.7810900484565684
11,0.5753626336899748,0.01,0.787363379396985
12,0.5761891827660072,0.01,0.7858587580760947
13,0.5669774001703386,0.01,0.7874789124192391
14,0.5642557847392199,0.01,0.7870515524048816
15,0.5695298414488704,0.01,0.7856481066044508
16,0.5648109541250107,0.01,0.785379127781766
17,0.5600939064012774,0.01,0.786665918880115
18,0.5626775745695884,0.01,0.7857136127063891
19,0.569908515116164,0.01,0.7861196608040202
20,0.5612234696950639,0.005,0.7855193377602298
21,0.5596112710941901,0.005,0.7865710247666906
22,0.5547680741298138,0.005,0.7868121859296482
23,0.5589849186683103,0.005,0.7872556981335248
