epoch,loss,lr,val_auc
0,0.6849465683529692,0.02,0.7429818736539844
1,0.6154513598003246,0.02,0.754937858937545
2,0.5979294484626746,0.02,0.7758266780330223
3,0.5848621087632181,0.02,0.7740909906676239
4,0.5766198301858232,0.02,0.7737253230437904
5,0.5729381283873148,0.02,0.7771962491026562
6,0.5710774773843718,0.02,0.7792852656137832
7,0.5700199287172669,0.02,0.7791340631730079
8,0.5715636569095397,0.02,0.7812782663316583
9,0.5666643099593891,0.02,0.777110104091888
10,0.5633812085712568,0.01,0.7762524676956211
11,0.5674121850698566,0.01,0.7809359296482412
12,0.5576168679470261,0.01,0.7817563262742283
13,0.5619200061572314,0.01,0.7819272702799713
14,0.5610157880401162,0.01,0.7838709170854272
15,0.5573833969746752,0.01,0.7853697056712132
16,0.5638366440346908,0.01,0.7836353643216081
17,0.5643650911628475,0.01,0.7833403625269203
18,0.553500469474171,0.01,0.7844907573582196
19,0.5581121770456626,0.01,0.7860635768126346
20,0.5534135885551298,0.005,0.7870228374012922
21,0.5570862497542014,0.005,0.7884971733668342
22,0.559942751900561,0.005,0.7873503679109835
23,0.5555122464509117,0.005,0.7841854361091168
24,0.5549237959563709,0.005,0.7857513011486001
25,0.5557275843423723,0.005,0.7882432250538406
26,0.5612212846360582,0.005,0.7885994705671212
27,0.5538675390274608,0.005,0.7868797110552764
28,0.5591277122778382,0.005,0.7874071249102658
29,0.5599645577695822,0.005,0.7882753050969132
30,0.5482722106146541,0.0025,0.7885200556353195
31,0.5534971935588985,0.0025,0.7868193646805456
32,0.5620362500747513,0.0025,0.7878450287150035
33,0.5591849293669486,0.0025,0.7863915559942569
34,0.5517412608962552,0.0025,0.7858560660445082
35,0.554264540619882,0.0025,0.7876556891600861
36,0.551973585620037,0.0025,0.7854598887293611
