epoch,loss,lr,val_auc
0,0.7668753547859417,0.02,0.6963899856424982
1,0.629811718995589,0.02,0.7341271087580762
2,0.5960752408458617,0.02,0.7391466259870783
3,0.5948918098602101,0.02,0.7355170944005743
4,0.5884474400777558,0.02,0.7456788406317301
5,0.5926462565865009,0.02,0.7496471195262024
6,0.5883853537782668,0.02,0.7544245782483847
7,0.5838246722524664,0.02,0.752723887293611
8,0.5880380929054632,0.02,0.756468951902369
9,0.5866642624993955,0.02,0.7584300969131371
10,0.5797224170234,0.01,0.7573914213926776
11,0.5762113831910985,0.01,0.7606315057430006
12,0.5806777809571415,0.01,0.7637683955491744
13,0.5763145413499839,0.01,0.770365891959799
14,0.575339746957299,0.01,0.7699425699928213
15,0.5735455371840215,0.01,0.7664029971284996
16,0.5766786574428111,0.01,0.7678273061737259
17,0.5722317721827808,0.01,0.7691953068916009
18,0.5721740066232894,0.01,0.7693857681263461
19,0.5674781579338526,0.01,0.769886934673367
20,0.5708096453054867,0.005,0.7718346195262025
21,0.5662340193249733,0.005,0.7718126346015793
22,0.5717923480433768,0.005,0.7704872577171572
23,0.5667183092167484,0.005,0.7694835786073222
24,0.5636174201403686,0.005,0.7709464734386217
25,0.5663048726322607,0.005,0.7670760050251256
26,0.5633087246428297,0.005,0.7689590811198852
27,0.5653839628510162,0.005,0.7681763729361092
28,0.5704588645759826,0.005,0.7677063890882987
29,0.5661252342723236,0.005,0.7692309763101222
30,0.5586779108691505,0.0025,0.7693718592964824
