epoch,loss,lr,val_auc
0,0.6835953346364022,0.02,0.7237141062455134
1,0.6004264507286212,0.02,0.7323254666188084
2,0.5897327934146442,0.02,0.7408520279971285
3,0.5845875473971642,0.02,0.7569102207465901
4,0.5844041615034208,0.02,0.7597047738693468
5,0.5770465535044811,0.02,0.7591006371141421
6,0.5781395166211377,0.02,0.7612567300789663
7,0.5780927203054469,0.02,0.7676853015075377
8,0.5745167565617226,0.02,0.7670071338837042
9,0.5706755331464033,0.02,0.7658975681981335
10,0.5747650057416736,0.01,0.7660716529073941
11,0.5669029601237144,0.01,0.7694600233309404
12,0.5611739137802678,0.01,0.7724342695620963
13,0.5602066268582039,0.01,0.7699757717157215
14,0.5587323093395585,0.01,0.7716665918880116
15,0.5564913835345785,0.01,0.7704699838478105
16,0.56092951002428,0.01,0.7731853463747308
17,0.5541164609418928,0.01,0.7734738424264178
18,0.5560199530114368,0.01,0.7733226399856425
19,0.5535551597428967,0.01,0.7735530330222542
20,0.5554383929027592,0.005,0.7770490847092606
21,0.5534249784481212,0.005,0.7766206030150754
22,0.5539995893151516,0.005,0.7764696249102657
23,0.5501104509966206,0.005,0.775039707465901
24,0.5566900529063913,0.005,0.7748665201005025
25,0.5510685669706529,0.005,0.7741372038765255
26,0.5471114317108052,0.005,0.7765243628858578
27,0.5547097460353988,0.005,0.7764595297918162
28,0.5456156392728388,0.005,0.780800879396985
29,0.5479391141409587,0.005,0.779350996051687
30,0.5497190245329562,0.0025,0.7793557071069633
31,0.548548648204811,0.0025,0.7798557519741565
32,0.546701904601287,0.0025,0.7797826184493898
33,0.5420428796239493,0.0025,0.7799367372577172
34,0.5410316115882193,0.0025,0.7792430904522614
35,0.5560436958558989,0.0025,0.7763893126346015
36,0.5478690619977914,0.0025,0.7769685480976309
37,0.5479295085025948,0.0025,0.7789146625987078
38,0.5482568199792747,0.0025,0.7791899228284279
