epoch,loss,lr,val_auc
0,0.7034199453120986,0.02,0.718295944005743
1,0.6024638034570062,0.02,0.7495896895190237
2,0.580104557003842,0.02,0.7612381101938264
3,0.5786998391759877,0.02,0.7566659188801148
4,0.5724264900966115,0.02,0.760992910983489
5,0.5681412860511281,0.02,0.7651725143575018
6,0.5684732782358649,0.02,0.7661342426417804
7,0.5705610066242763,0.02,0.766950376884422
8,0.5592440211824403,0.02,0.7672817211055276
9,0.5653218076563274,0.02,0.7650300610193826
10,0.5591860939158053,0.01,0.7673909727207466
11,0.5589442361229581,0.01,0.7688955940416368
12,0.5568690610297016,0.01,0.772850637114142
13,0.5612803558344742,0.01,0.7701586055276382
14,0.5552625977904084,0.01,0.7707858488872936
15,0.5507758244796037,0.01,0.7741757896625987
16,0.5489170142936857,0.01,0.7717435391241924
17,0.5549395923573315,0.01,0.7702335337401293
18,0.5548545522553152,0.01,0.7724358399138549
19,0.5512231537815538,0.01,0.7704684134960518
20,0.5482053199982615,0.005,0.7724441403445801
21,0.5498307827972738,0.005,0.7703347092605887
22,0.5488733931012747,0.005,0.7718041098348887
23,0.5512489871881407,0.005,0.7736057519741565
24,0.5441518805988356,0.005,0.7720347272074659
25,0.5475489585643943,0.005,0.774268664752333
26,0.5441170740136925,0.005,0.7722500897343862
27,0.5469443877397634,0.005,0.7726294418521177
28,0.5476993368474183,0.005,0.7743126346015793
29,0.5438816414939033,0.005,0.7724306801866475
30,0.546250733596276,0.0025,0.7737071518305816
31,0.5412488099543029,0.0025,0.773741699569275
32,0.5394197987911044,0.0025,0.7738327799712851
33,0.5384597252713589,0.0025,0.773827395908112
34,0.552741425688893,0.0025,0.775434987437186
35,0.5451439509543429,0.0025,0.7746031496769562
36,0.5491126612162281,0.0025,0.7741903715003589
37,0.545908293538717,0.0025,0.7755864142139267
38,0.5474161830049522,0.0025,0.7767163944723618
39,0.5401641122958779,0.0025,0.7767538585786073
40,0.5476795238375805,0.00125,0.7771329863603734
41,0.5485553960262863,0.00125,0.7767581209619525
42,0.5412118216800278,0.00125,0.7769775215362527
43,0.5466105234964624,0.00125,0.7770021984924624
44,0.5473129834012982,0.00125,0.7768424712849964
45,0.5437399019294502,0.00125,0.7759283022254128
46,0.5442549822889312,0.00125,0.7757035175879397
47,0.541079604700588,0.00125,0.7762508973438621
48,0.5459320517582289,0.00125,0.7760382268485284
49,0.5360545766648471,0.00125,0.7760579684134962
50,0.5435585792176061,0.000625,0.7761158470926058
