epoch,loss,lr,val_auc
0,0.6934979784053402,0.02,0.6977131191672649
1,0.614813741441329,0.02,0.7358452979181622
2,0.5983886453840467,0.02,0.7562634601579324
3,0.5862237924587788,0.02,0.7615420854271356
4,0.581668109649483,0.02,0.7656061557788945
5,0.5764644663849671,0.02,0.7653230437903805
6,0.5734695934715766,0.02,0.7628533291457287
7,0.5728812209053699,0.02,0.7666232950466618
8,0.5725766847683113,0.02,0.7633073851399856
9,0.5674516187961026,0.02,0.7591950825556353
10,0.566177954709338,0.01,0.7644938980617372
11,0.5632172248669591,0.01,0.7675096464465183
12,0.5601481429539243,0.01,0.7672101579325197
13,0.5548223286551216,0.01,0.7660023330940416
14,0.5618466660936159,0.01,0.7681698671931084
15,0.5610529185745544,0.01,0.7689860014357501
16,0.5528332387460275,0.01,0.7711214554917445
17,0.5572924283283759,0.01,0.7713083273510408
18,0.5590745547868993,0.01,0.7671991654702082
19,0.555930931262985,0.01,0.7682048636037331
20,0.5554207174460655,0.005,0.7681721105527639
21,0.5558910320026995,0.005,0.7680117103374013
22,0.5568874245491222,0.005,0.7703692569992822
23,0.5543783488908282,0.005,0.769027727925341
24,0.5533554617170732,0.005,0.7715068646805456
25,0.5541810919408195,0.005,0.7690003589375448
26,0.5506930924369908,0.005,0.7694580043072505
27,0.5551533187002023,0.005,0.7712477566403445
28,0.554514464135726,0.005,0.7728302225412779
29,0.5469089236781791,0.005,0.7719378140703518
30,0.5498334721672709,0.0025,0.769113424264178
31,0.5421778578874313,0.0025,0.7727806442928931
32,0.5434721676237123,0.0025,0.7715023779612347
33,0.5479855683442421,0.0025,0.7703531048097632
34,0.5491681017499369,0.0025,0.7702389178033022
35,0.5483116496999356,0.0025,0.7683419328786791
36,0.5450321511516488,0.0025,0.7703876525484565
37,0.545158645663956,0.0025,0.7710631281407035
38,0.5441998868162696,0.0025,0.7700044867193109
