epoch,train_loss,val_loss,val_auc
0,1.0362052435635303,0.9494533339915207,0.7359386216798278
1,0.9460113262914891,0.9143733981586537,0.7602270279971286
2,0.923099543330339,0.9007544261595033,0.7662814070351759
3,0.9125883736514933,0.8940133448437403,0.7684523061737258
4,0.9009000193993157,0.8880627991360207,0.7719232322325915
5,0.8943082292406616,0.8828048775007781,0.7745060122038765
6,0.8881177988808717,0.8792665238772934,0.7757654343144292
7,0.8797021489261317,0.8779530254699232,0.7768880114860015
8,0.8823761009308793,0.8754316148688982,0.7787037867910983
9,0.8804523788296011,0.8755271316768065,0.7784906676238333
10,0.8742209953750683,0.874765712374177,0.7790420854271357
11,0.8756860105205996,0.8731136853755913,0.7802036970567122
12,0.8743293418292677,0.8726883433817226,0.7805545585068198
13,0.8732986528825704,0.8712886136949262,0.7809229181622398
14,0.869734407290319,0.8714504427586302,0.7818741026561378
15,0.8719211628870446,0.8710587082370636,0.7821352297200287
16,0.8692156590805084,0.8704807365166067,0.7829827709978463
17,0.8646025109113222,0.8693383743818662,0.7837755743000717
18,0.8663003477668313,0.869772254293567,0.7834036252692032
19,0.8663120137554643,0.8697376358628406,0.7834870782483847
20,0.8646339449079354,0.8698349882153436,0.7842762921751616
21,0.8645092694722862,0.8689538191369962,0.7848595656855706
22,0.8638953601420043,0.8675536116848268,0.7852355527638191
23,0.8621632264415844,0.8684274289711431,0.7845926058865758
24,0.8637906662332904,0.8667649728172481,0.7865183058147882
25,0.8603406160964562,0.8659387720174864,0.786546347810481
26,0.8598612983366252,0.8659885873120937,0.787073312993539
27,0.8593202031356099,0.8648902433732726,0.7876440236898778
28,0.8622366661739013,0.8659303242027826,0.78658111988514
29,0.8598433009633655,0.8653935965096725,0.787067928930366
30,0.8609190184226633,0.86512309790188,0.7867915470208183
31,0.8570431121714591,0.8655750848957906,0.7870728643216082
32,0.8536517044399877,0.8657222242986533,0.7869180725053841
33,0.8548865503875424,0.8651749485061484,0.7870603015075376
34,0.8542167659268268,0.8657089430047354,0.7871459978463748
35,0.8531836920688796,0.8647817869207618,0.7879558506819813
36,0.8549535881550957,0.865212146644465,0.7874510947595118
37,0.8579566400566895,0.8655158629406812,0.787056263460158
38,0.8535799799266871,0.8653916775583558,0.7873474515434314
39,0.8512555278185353,0.8657053596318365,0.7869274946159368
40,0.8544287799525176,0.8654333012255201,0.7875511486001435
41,0.8524307942081537,0.8652776958414657,0.7875762742282841
42,0.8519040518383629,0.8653436504693928,0.7876619705671214
43,0.849629523054871,0.8651920951513348,0.787622487437186
