epoch,loss,lr,val_auc
0,0.7307029751688534,0.02,0.7102954504666188
1,0.611477342150845,0.02,0.7360716529073942
2,0.5883971373146545,0.02,0.75685839913855
3,0.5825642669345988,0.02,0.7605747487437187
4,0.5726091631684156,0.02,0.7624609655419958
5,0.5747279829261908,0.02,0.7646691044508255
6,0.5730870539504592,0.02,0.768659816941852
7,0.571880313289554,0.02,0.7631131101938263
8,0.5624969271664344,0.02,0.7673591170136396
9,0.5683697910228336,0.02,0.7641069185211773
10,0.561313009397816,0.01,0.7666623295046662
11,0.5635565631427997,0.01,0.7688872936109116
12,0.5662015691475629,0.01,0.7633854540559942
13,0.560240814088605,0.01,0.7662338478104811
14,0.5600344066204255,0.01,0.768464420315865
15,0.5587202740221057,0.01,0.7685431622397703
16,0.5544582337410158,0.01,0.7697691582914573
17,0.5594775122804271,0.01,0.7726366206030151
18,0.5617376524979899,0.01,0.7687782663316582
19,0.5587399618083654,0.01,0.7659691313711414
20,0.5524755569359906,0.005,0.7705236001435751
21,0.558075274749976,0.005,0.7731068287867912
22,0.5573534286859975,0.005,0.7725177225412778
23,0.5529376485322474,0.005,0.7725556353194545
24,0.5516257190123979,0.005,0.7705339195979899
25,0.5551730155195963,0.005,0.7754459798994975
26,0.5539303280626694,0.005,0.7714575107681263
27,0.5497940890125353,0.005,0.771391107322326
28,0.5561140316769241,0.005,0.76917220028715
29,0.5572630119501586,0.005,0.7671935570710696
30,0.5548654018451898,0.0025,0.7722249641062456
31,0.551659136858462,0.0025,0.771306308327351
32,0.5476972032959994,0.0025,0.7686124820531227
33,0.5518883473039095,0.0025,0.7683181532663316
34,0.5540027830663455,0.0025,0.7704695351758793
35,0.5448587550852969,0.0025,0.7715530778894473
