Experiment,Mean_Accuracy,Std_Accuracy,Mean_Sensitivity,Std_Sensitivity,Mean_Specificity,Std_Specificity
MLP_baseline,0.882608695652174,0.04826326320390351,0.908906882591093,0.04654207686815616,0.8512903225806451,0.11532783154699854
MLP_smoteenn,0.881159420289855,0.04338153491911814,0.8773954116059379,0.038663496569141954,0.8868817204301076,0.09898992709056231
LSTM_baseline,0.882608695652174,0.04955165506457612,0.919298245614035,0.03314897083475096,0.8383870967741934,0.11341313425636486
LSTM_smoteenn,0.8753623188405797,0.04592167976160827,0.89055330634278,0.03783951399565499,0.8576344086021506,0.11614316919129453
GRU_baseline,0.8797101449275363,0.04539263699526324,0.9219973009446694,0.03190455797740089,0.8286021505376343,0.11421480878572214
GRU_smoteenn,0.8623188405797102,0.04988960718277828,0.8853576248313091,0.03832094244820089,0.8346236559139785,0.12222434541297982
