roc_auc,pr_auc,accuracy,precision,recall,specificity,f1,balanced_acc,mcc,brier,threshold,tp,fp,fn,tn,method
0.7795739218368695,0.534309625853255,0.779743033539129,0.5019867549668874,0.5716440422322775,0.8388686522391258,0.5345557122708039,0.7052563472357016,0.39250429278425986,0.2390298013285632,0.65,758,752,568,3915,SMOTE‑ENN + LightGBM
