seed,fold,model_name,threshold,runtime,val_roc_auc,val_pr_auc,val_accuracy,val_precision,val_recall,val_specificity,val_f1,val_balanced_acc,val_mcc,val_brier,val_threshold,val_tp,val_fp,val_fn,val_tn,test_roc_auc,test_pr_auc,test_accuracy,test_precision,test_recall,test_specificity,test_f1,test_balanced_acc,test_mcc,test_brier,test_threshold,test_tp,test_fp,test_fn,test_tn
2024,3,MLP,0.58,12.667476654052734,0.7824955132806891,0.5435561711693182,0.792825361512792,0.5308343409915357,0.5515075376884422,0.8614285714285714,0.540973505853358,0.7064680545585068,0.40738419711102636,0.18130506781046166,0.58,439,388,357,2412,0.7735238530150238,0.5408322224305612,0.7894209911563491,0.5234604105571847,0.5384615384615384,0.8607242339832869,0.5308550185873606,0.6995928862224127,0.3951981846097623,0.18157281249896706,0.58,714,650,612,4017
2024,3,TabNet,0.53,46.51699614524841,0.7771327620244078,0.5336043579448513,0.7814238042269188,0.5053763440860215,0.5904522613065326,0.8357142857142857,0.544611819235226,0.7130832735104091,0.4040576730613631,0.1780420854615506,0.53,470,460,326,2340,0.7611424652602384,0.5274806818417491,0.7710662439512765,0.4852374839537869,0.5701357466063348,0.8281551317763017,0.5242718446601942,0.6991454391913183,0.3769298087066757,0.1807390125392639,0.53,756,802,570,3865
2024,4,LogisticRegression,0.53,1.3397047519683838,0.7620401112706389,0.5151350435062717,0.7733592880978866,0.48975188781014023,0.5703517587939698,0.8310714285714286,0.5269878119558908,0.7007115936826992,0.3809990129512335,0.18629438138278245,0.53,454,473,342,2327,0.7721685038011182,0.5308158323586805,0.7724011346570999,0.48788265306122447,0.5769230769230769,0.8279408613670453,0.5286800276434002,0.7024319691450611,0.382357920654708,0.18439249072926472,0.53,765,803,561,3864
2024,4,CatBoost,0.54,8.614862203598022,0.7796480168700646,0.5438388433922549,0.7800333704115684,0.5027322404371585,0.5778894472361809,0.8375,0.537697253068381,0.7076947236180904,0.3959424397435267,0.17805867011724202,0.54,460,455,336,2345,0.7840827303544253,0.5567132704654786,0.7814116469214083,0.5052287581699346,0.5829562594268477,0.8377973001928434,0.5413165266106442,0.7103767798098455,0.4005523670137421,0.1777808724039972,0.54,773,757,553,3910
2024,4,LightGBM,0.38,0.20636200904846191,0.7712351938262743,0.5357166829584077,0.7817018909899889,0.506145251396648,0.5690954773869347,0.8421428571428572,0.5357776463630988,0.7056191672648959,0.39487108350706185,0.15515495010945463,0.38,453,442,343,2358,0.7769542802534144,0.539971445436866,0.779743033539129,0.5019973368841545,0.5686274509803921,0.8397257338761517,0.5332390381895332,0.7041765924282719,0.39112908835597443,0.15486987525360765,0.38,754,748,572,3919
2024,4,MLP,0.58,11.203394174575806,0.7737912778176597,0.5340090204953176,0.7914349276974416,0.5285359801488834,0.535175879396985,0.8642857142857143,0.5318352059925093,0.6997307968413496,0.3976865996252145,0.1798813304942531,0.58,426,380,370,2420,0.77728829000902,0.5471653988543405,0.7932588019355915,0.5326331582895724,0.5354449472096531,0.8665095350332119,0.5340353516359534,0.7009772411214326,0.40119868910821066,0.1793419479002745,0.58,710,623,616,4044
2024,4,TabNet,0.48,33.3614559173584,0.7711409727207467,0.5154408921777388,0.7683537263626251,0.48074921956295524,0.5804020100502513,0.8217857142857142,0.5258964143426295,0.7010938621679828,0.3773221989628843,0.17865725386154932,0.48,462,499,334,2301,0.7676159847664406,0.5335313813752308,0.7680627398631737,0.48055893074119077,0.5965309200603318,0.8167988000857082,0.5323014804845222,0.70666486007302,0.38439485040043303,0.17834788653609468,0.48,791,855,535,3812
7,0,LogisticRegression,0.56,1.8090579509735107,0.791907753050969,0.567947402187367,0.7942157953281423,0.531390134529148,0.5954773869346733,0.8507142857142858,0.5616113744075829,0.7230958363244795,0.42891500473371186,0.17907309325056936,0.56,474,418,322,2382,0.7712216580522206,0.5395604695751455,0.7850825963624228,0.5134180790960452,0.548265460030166,0.8523676880222841,0.5302698760029175,0.700316574026225,0.3914852999536179,0.18274015680179193,0.56,727,689,599,3978
7,0,CatBoost,0.59,10.040649890899658,0.8050105437903805,0.6008781592207745,0.8050611790878754,0.5566150178784267,0.5866834170854272,0.8671428571428571,0.5712538226299694,0.7269131371141422,0.4454775492691318,0.1729796137440964,0.59,467,372,329,2428,0.7879132582966764,0.5649673994497814,0.796929751376606,0.5401030169242089,0.5535444947209653,0.866080994214699,0.5467411545623836,0.7098127444678322,0.4159726526376079,0.17676476951733247,0.59,734,625,592,4042
7,0,LightGBM,0.42,0.2084822654724121,0.7987228553481694,0.5943508740088588,0.8170189098998888,0.5977337110481586,0.5301507537688442,0.8985714285714286,0.5619174434087882,0.7143610911701364,0.4480848210704139,0.15143581895376987,0.42,422,284,374,2516,0.7817138788729053,0.5659537154495068,0.8051059569497747,0.5678694158075601,0.4984917043740573,0.8922219841439897,0.5309236947791165,0.6953568442590234,0.4099625600559265,0.15325263648153958,0.42,661,503,665,4164
7,0,MLP,0.61,11.57715129852295,0.8004536073223261,0.5963228294392433,0.8131256952169077,0.5796915167095116,0.5665829145728644,0.8832142857142857,0.5730622617534943,0.7248986001435751,0.45351536406272425,0.17634839488900905,0.61,451,327,345,2473,0.7811536409325643,0.5608692680449833,0.7994326714500251,0.5492063492063493,0.521870286576169,0.8782944075423184,0.5351894818252126,0.7000823470592437,0.40763916805893724,0.18139833737298136,0.61,692,568,634,4099
