epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.7528487434325779,0.4975845410628019,0.7149552702903748,0.7681159420289855
2,0.6696395743488306,0.7181964573268921,0.6351600885391235,0.7246376811594203
3,0.617554056663636,0.7278582930756844,0.5614660382270813,0.7391304347826086
4,0.6000614139384886,0.7407407407407407,0.6062688231468201,0.7391304347826086
5,0.6204092027484507,0.7278582930756844,0.5907089114189148,0.7681159420289855
6,0.608653201573137,0.7407407407407407,0.57387775182724,0.7536231884057971
7,0.5980414714598233,0.750402576489533,0.5475470423698425,0.782608695652174
8,0.5915284299812071,0.7375201288244766,0.5687286853790283,0.7536231884057971
9,0.611073578901337,0.7391304347826086,0.5856079459190369,0.7681159420289855
10,0.5976912151788167,0.7455716586151369,0.5443795323371887,0.7971014492753623
11,0.5956004117038131,0.7600644122383253,0.5404845476150513,0.8260869565217391
12,0.6008685193775932,0.7294685990338164,0.5665193796157837,0.7971014492753623
13,0.5932291326219525,0.7536231884057971,0.5471214652061462,0.782608695652174
14,0.5782459148846195,0.7600644122383253,0.526635468006134,0.8260869565217391
15,0.5784824200682402,0.7616747181964574,0.5180765390396118,0.8115942028985508
16,0.567785092022108,0.7632850241545893,0.5226064324378967,0.7971014492753623
17,0.5662783069503097,0.7552334943639292,0.5045255422592163,0.7971014492753623
18,0.5603717965780249,0.7713365539452496,0.493679940700531,0.7971014492753623
19,0.5606740823498478,0.7761674718196457,0.5198820233345032,0.782608695652174
20,0.5469690480669915,0.782608695652174,0.5037835836410522,0.7971014492753623
21,0.5437308596912022,0.7761674718196457,0.5115033388137817,0.7971014492753623
22,0.549538773327058,0.7681159420289855,0.5309079885482788,0.7681159420289855
23,0.5342457459072751,0.7922705314009661,0.5150469541549683,0.8115942028985508
