epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.9835048898061116,0.6566666666666666,0.9704262614250183,0.6
2,0.9688853285047743,0.61,0.9705846905708313,0.55
3,0.9678692950142754,0.6011111111111112,0.9705262780189514,0.64
4,0.9688377115461562,0.6455555555555555,0.9713595509529114,0.62
5,0.9670814402898152,0.6344444444444445,0.969887375831604,0.6
6,0.9626328298780653,0.5666666666666667,0.9712764024734497,0.63
7,0.9638202863269382,0.6511111111111111,0.9742820262908936,0.61
8,0.9633882008658515,0.6344444444444445,1.044641375541687,0.46
9,0.9660478814442952,0.5711111111111111,0.980029284954071,0.42
10,0.9603128984239366,0.5277777777777778,0.9784127473831177,0.55
