epoch,train_loss,val_loss
1,0.4866322728263007,0.45787965750694276
2,0.46129145744111805,0.4569506634076436
3,0.45276458068247194,0.4470154222647349
4,0.4478367375621089,0.44048145389556886
5,0.44482153098671523,0.4440820902188619
6,0.4430474930692602,0.4393640859127045
7,0.4403994766517922,0.4400935885111491
8,0.43872779829413805,0.4375636619726817
9,0.43757760086765995,0.45769407614072166
10,0.43660817320258527,0.4379605997403463
11,0.43633762370215523,0.43356479207674664
12,0.43482461842784176,0.4340485200881958
13,0.4347786051962111,0.4326008508205414
14,0.43407143593717507,0.4325630133152008
15,0.43399604075926324,0.43288887310028074
16,0.43364023920341777,0.4322049867312113
17,0.4332978939038736,0.4347267429033915
18,0.43115356737596017,0.4362579253514608
19,0.43098330455356176,0.43306216247876483
20,0.42945999206437,0.4336709876060486
21,0.4290943021332776,0.4315162325700124
22,0.4287015626518815,0.4324586992263794
23,0.42845650725011475,0.4322101244926453
24,0.42690521339133936,0.43401151076952615
25,0.42610359562767874,0.4337088035742442
26,0.426087842658714,0.4309843238989512
27,0.42414717427006476,0.4299513884385427
28,0.42316273388156184,0.4306370141506195
29,0.4222470233970218,0.43441089876492817
30,0.42028002329225894,0.43292569200197856
31,0.41949519494727805,0.43501626094182333
32,0.41799671616377654,0.4377712575594584
