epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.004673224229079,0.5405982905982906,0.6863688826560974,0.5507246376811594
2,0.6979598270522224,0.5,0.6897650361061096,0.5797101449275363
3,0.6990152887808971,0.48504273504273504,0.7309010624885559,0.4492753623188406
4,0.7016456937178587,0.47863247863247865,0.7024507522583008,0.4492753623188406
5,0.6816339446948125,0.5427350427350427,0.68022221326828,0.5652173913043478
6,0.6942222663479992,0.5213675213675214,0.6778801083564758,0.5652173913043478
7,0.6669442628183936,0.6068376068376068,0.7003567814826965,0.5507246376811594
8,0.6723123289581038,0.6047008547008547,0.6617529988288879,0.6521739130434783
9,0.6380069322056241,0.6410256410256411,0.6473198533058167,0.6086956521739131
10,0.623614148197011,0.6752136752136753,0.6414121985435486,0.6956521739130435
11,0.5837798439539396,0.7264957264957265,0.6339521408081055,0.6956521739130435
12,0.5360631468968514,0.7628205128205128,0.7092159986495972,0.5652173913043478
13,0.6872157194675543,0.6837606837606838,0.6296138167381287,0.6956521739130435
14,0.5127207891553895,0.8098290598290598,0.6301333904266357,0.6666666666666666
15,0.4925367567274306,0.8034188034188035,0.627828061580658,0.6811594202898551
16,0.450475458915417,0.8034188034188035,0.632304310798645,0.6811594202898551
17,0.44239349090136015,0.8076923076923077,0.6496850848197937,0.6086956521739131
18,0.45895338109415823,0.7841880341880342,0.649169921875,0.7101449275362319
19,0.4364665229605813,0.7756410256410257,0.691120445728302,0.6086956521739131
20,0.459554285575182,0.7905982905982906,0.7362046837806702,0.6376811594202898
