epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.6130662944581774,0.6833333333333333,0.56624436378479,0.7
2,0.5371391460630629,0.71,0.5129334926605225,0.73
3,0.4941863012313843,0.7511111111111111,0.48911216855049133,0.79
4,0.47659606589211356,0.76,0.4815056622028351,0.78
5,0.4664155454105801,0.7777777777777778,0.47333425283432007,0.79
6,0.4620436477661133,0.78,0.48391658067703247,0.8
7,0.45189357188012863,0.7933333333333333,0.47264426946640015,0.8
8,0.45317799886067706,0.7922222222222223,0.4890694320201874,0.8
9,0.43877639055252077,0.7877777777777778,0.4904820919036865,0.79
10,0.4349109555615319,0.7866666666666666,0.4960465431213379,0.79
11,0.4359750853644477,0.7966666666666666,0.5045572519302368,0.8
12,0.42139255232281153,0.8022222222222222,0.5107646584510803,0.8
