epoch,train_loss,val_loss
1,0.056714651507359964,0.05246739835540454
2,0.052662423153718316,0.051754173348347345
3,0.05202978501165355,0.05243955084681511
4,0.05206115466245898,0.05131290644407272
5,0.05138024411488462,0.05115554615855217
6,0.05102433968031848,0.05183588795860609
7,0.050898017092987344,0.050766056070725124
8,0.05070068355732494,0.05101991592844327
9,0.05046965837147501,0.05037762306133906
10,0.05036349246016255,0.05012145457665126
11,0.05018033411436611,0.05005868642528852
12,0.05005343437084445,0.04979250634709994
13,0.04995098228255908,0.049907673468192415
14,0.04989523830899486,0.04957453299562136
15,0.049808330835015686,0.04980221406618754
16,0.049766686547685554,0.04987609099348386
17,0.04948554691341188,0.049487367779016495
18,0.04951298034522268,0.04946480598052343
19,0.04946937703644788,0.04922577743728956
20,0.049313002820368164,0.04937679890791575
21,0.049287491333705406,0.04943455151716868
22,0.049154164015143005,0.049169645071029666
23,0.04904275167098752,0.0492052053908507
24,0.04906891581526509,0.04910812739531199
25,0.04893897094549956,0.049691187818845114
26,0.04876009478061288,0.04941744565963745
27,0.04860157056870284,0.049388086666663486
28,0.04846868494153023,0.049165595849355065
29,0.04836377199490865,0.048955441613992054
30,0.04812404836769457,0.049155517995357514
31,0.04789516093995836,0.05094008139769236
32,0.047848371586313956,0.04932121725877126
33,0.04760232299566269,0.04967314124107361
34,0.04729509387965555,0.05015863267580668
