epoch,train_loss,val_loss
1,0.6410242189301385,0.6091704964637756
2,0.6132578261693319,0.6084742546081543
3,0.6136924407217238,0.6071940660476685
4,0.6107813562287224,0.6070595979690552
5,0.6106712261835734,0.6058306097984314
6,0.6139513524373372,0.608569324016571
7,0.6127776996294657,0.6056218147277832
8,0.609434322251214,0.6067818403244019
9,0.6119514332877265,0.6043089628219604
10,0.609838522805108,0.6040592193603516
11,0.6103990083270603,0.6028600931167603
12,0.6237103225125207,0.6140254139900208
13,0.6131951268513998,0.6017323136329651
14,0.6143331223063999,0.614299476146698
15,0.6142021218935648,0.6014538407325745
16,0.6065291780895657,0.5957713723182678
17,0.5993367536862692,0.5963050723075867
18,0.5958348671595256,0.5820693969726562
19,0.5865884039137098,0.5867749452590942
20,0.5913115723927815,0.5937594175338745
21,0.5981193057696025,0.5823385715484619
22,0.5845428559515211,0.5745089650154114
23,0.5865361608399285,0.5562732815742493
24,0.5778193873829311,0.552383542060852
25,0.5812800484233432,0.5729708075523376
26,0.568772264983919,0.5914057493209839
27,0.5711040177610185,0.5536131262779236
28,0.564505328602261,0.5538118481636047
29,0.5594585140546163,0.541901171207428
30,0.5653945287068685,0.5464209914207458
31,0.5634032919671801,0.5463255643844604
32,0.5677770194742414,0.5822492837905884
33,0.5489341284169091,0.5232868194580078
34,0.5383223750856188,0.5491577982902527
35,0.534630290667216,0.5517780780792236
