epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.48502790032684967,0.7357893168442226,0.8241519937515259,0.6086666666666667
2,0.4580410441298656,0.7563882887581017,0.8433823962211608,0.6293333333333333
3,0.4426583790645011,0.7747150413469418,0.7741934922536214,0.6756666666666666
4,0.4301842235176945,0.778551739551516,0.7559912947018941,0.6933333333333334
5,0.4197659700929093,0.7862251359606646,0.7468525795936585,0.648
6,0.4074949486608398,0.793377039409968,0.7567893052101136,0.6486666666666666
7,0.39926221721406613,0.7957610072264024,0.8760735362370808,0.6183333333333333
8,0.39137983079248967,0.803248156149892,0.8051914966901144,0.6186666666666667
9,0.3875768909460207,0.8052223794978768,0.7734665191968282,0.7056666666666667
10,0.37526278066659996,0.8125605304328392,0.6496121079126994,0.7783333333333333
11,0.365150863770569,0.8177754600312895,0.7731391544342041,0.7336666666666667
12,0.3893290453115945,0.804998882515086,0.7353762930234273,0.7343333333333333
13,0.36898928496811506,0.8181107055054757,0.7721006251970927,0.7203333333333334
14,0.3555265182595508,0.8237353795723757,0.7593861049016317,0.6806666666666666
15,0.3494081177566194,0.8272740817998957,0.7728838278452556,0.6693333333333333
