epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.48964893705756574,0.7931111111111111,0.4651085302035014,0.8013333333333333
2,0.45771058106422424,0.8052222222222222,0.46238182703653974,0.8026666666666666
3,0.45217699967490305,0.8064814814814815,0.456254310131073,0.8036666666666666
4,0.4470715590318044,0.8092962962962963,0.45232797908782957,0.8053333333333333
5,0.44535173659854466,0.8100740740740741,0.4551192353566488,0.809
6,0.44168986902413543,0.8142222222222222,0.45244445943832395,0.814
7,0.43965061805866384,0.8178888888888889,0.45472550177574156,0.8083333333333333
8,0.4391705002608123,0.8187037037037037,0.44920883496602376,0.813
9,0.4373405438352514,0.8201111111111111,0.4520438068707784,0.8153333333333334
10,0.43695925136848734,0.8193333333333334,0.44947996552785235,0.8146666666666667
11,0.4349607174838031,0.8205925925925925,0.44862936250368757,0.8096666666666666
12,0.4362197610007392,0.8214814814814815,0.447802032550176,0.814
13,0.4336922463840909,0.8211851851851852,0.44602643728256225,0.813
14,0.4328952687316471,0.8206296296296296,0.448014084259669,0.812
15,0.43170185106771963,0.8225185185185185,0.4469781046708425,0.8153333333333334
16,0.43153484801892883,0.8218518518518518,0.44945591338475543,0.8123333333333334
17,0.43123006593739543,0.8222962962962963,0.44756719819704693,0.8153333333333334
18,0.42993346420923867,0.8224074074074074,0.44542242670059207,0.8136666666666666
19,0.42875707716412015,0.8225925925925925,0.44463940493265786,0.8143333333333334
20,0.4290861464518088,0.8217407407407408,0.4444533190727234,0.8143333333333334
21,0.4290034331392359,0.8215925925925925,0.4436632255713145,0.8146666666666667
22,0.4268912687389939,0.8232222222222222,0.44310997366905214,0.8133333333333334
23,0.426680780560882,0.8233333333333334,0.4439704824288686,0.8136666666666666
24,0.4253941505661717,0.823962962962963,0.4445167167186737,0.8126666666666666
25,0.4249414935465212,0.8244814814814815,0.4445023171901703,0.8133333333333334
26,0.42473784679836696,0.8250740740740741,0.4416408874988556,0.8116666666666666
27,0.4237645520899031,0.826925925925926,0.44961024753252665,0.8143333333333334
28,0.42326536965370176,0.8242592592592592,0.44368502688407896,0.8136666666666666
29,0.42129751762637385,0.8258888888888889,0.4432429916858673,0.811
30,0.4208815385853803,0.8245555555555556,0.444068324804306,0.812
31,0.4201398428634361,0.8265925925925925,0.44599754095077515,0.8133333333333334
