epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.9878588920169407,0.3788888888888889,0.9713833332061768,0.3
2,0.9699976552857293,0.3,0.9696056246757507,0.31
3,0.969161524242825,0.40444444444444444,0.9678170084953308,0.35
4,0.9685002321667141,0.38555555555555554,0.9600910544395447,0.47
5,0.9682893890804715,0.39555555555555555,0.976274847984314,0.41
6,0.9700703324211968,0.41333333333333333,0.9569389224052429,0.54
7,0.9649756545490689,0.43666666666666665,0.9685974717140198,0.53
8,0.9668838628133138,0.5344444444444445,0.9677579998970032,0.62
9,0.9655101005236307,0.62,0.9645441770553589,0.63
10,0.9643558820088705,0.6177777777777778,0.9541253447532654,0.55
11,0.9619720183478462,0.5166666666666667,0.9536677598953247,0.49
12,0.9614815489451091,0.4822222222222222,0.960357666015625,0.56
13,0.960604657597012,0.5066666666666667,0.9576815366744995,0.52
14,0.9578873766793146,0.49777777777777776,0.9631375074386597,0.59
15,0.9578219930330912,0.5677777777777778,0.961940348148346,0.61
16,0.9567428567674425,0.6077777777777778,0.9583605527877808,0.57
