epoch,train_loss,val_loss
1,0.05248008411239695,0.05046372946103414
2,0.050784667717085945,0.05012367649873098
3,0.05041732646359338,0.04981313983599345
4,0.05010405456247153,0.04961530743042628
5,0.049798878261336575,0.04941867493589719
6,0.04973921002392415,0.04950381209452947
7,0.04956319681472249,0.04935756242275238
8,0.04929179337731114,0.049528025696674985
9,0.04918545073822692,0.050162418991327284
10,0.049284203017199484,0.04908402671416601
11,0.04913251790293941,0.049272151162226996
12,0.04896300350405552,0.04902650934457779
13,0.048901881391251525,0.04927014284332593
14,0.0488483465142824,0.0489963795542717
15,0.048721251785755156,0.049248014310995736
