epoch,train_loss,val_loss
1,0.9300459162394206,0.9191856980323792
2,0.8307084756427341,0.8789181113243103
3,0.7634755455123053,0.8688955307006836
4,0.7301988119549222,0.866572380065918
5,0.7292836289935641,0.8435447216033936
6,0.7037201081381904,0.8211677074432373
7,0.687318492465549,0.8403617739677429
8,0.692840560277303,0.826949417591095
9,0.670020498169793,0.8065246343612671
10,0.6527511056264241,0.8292727470397949
11,0.6492239634195963,0.831591010093689
12,0.6493388040860494,0.82938551902771
13,0.6332928636338976,0.8323318362236023
14,0.6271970057487488,0.8101208209991455
