epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.9413353983561198,0.6088888888888889,0.8789851665496826,0.77
2,0.8410470628738403,0.69,0.7903714776039124,0.78
3,0.7794730875227186,0.72,0.7697393894195557,0.78
4,0.7276670206917657,0.7355555555555555,0.7673405408859253,0.77
5,0.7106513118743897,0.7477777777777778,0.7528897523880005,0.76
6,0.7086311521795061,0.7411111111111112,0.765863299369812,0.75
7,0.6908769549926123,0.75,0.788581371307373,0.77
8,0.6994725743929545,0.7566666666666667,0.7879247665405273,0.75
9,0.6968681301010979,0.7311111111111112,0.815191924571991,0.77
10,0.6736112714476056,0.7755555555555556,0.8028140068054199,0.75
