epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.08222895960253027,0.642512077294686,0.07691651582717896,0.7391304347826086
2,0.07230648335411353,0.7262479871175523,0.07081888616085052,0.6956521739130435
3,0.0687789385733397,0.7391304347826086,0.0700802206993103,0.7101449275362319
4,0.0696319052034722,0.7439613526570048,0.07150216400623322,0.7246376811594203
5,0.06855940542839191,0.7552334943639292,0.06904236972332001,0.7536231884057971
6,0.06717255322829536,0.748792270531401,0.06869235634803772,0.6956521739130435
7,0.06635795644036045,0.7584541062801933,0.06784414499998093,0.7391304347826086
8,0.06563626256158002,0.7616747181964574,0.06687331944704056,0.7391304347826086
9,0.06505214722884066,0.7665056360708534,0.06608491390943527,0.7246376811594203
10,0.06433887296204789,0.7568438003220612,0.06715864688158035,0.7101449275362319
11,0.06301194081463868,0.7745571658615137,0.06689949333667755,0.7391304347826086
12,0.06452970662650663,0.750402576489533,0.06606671214103699,0.7246376811594203
13,0.06426697599907044,0.7713365539452496,0.06568941473960876,0.7101449275362319
14,0.06307366900685904,0.7665056360708534,0.06517410278320312,0.7246376811594203
15,0.06278637404315138,0.7713365539452496,0.06485515832901001,0.7391304347826086
16,0.061588746853976625,0.7729468599033816,0.06386255472898483,0.7246376811594203
17,0.06080128719217343,0.7809983896940419,0.06331861019134521,0.7391304347826086
18,0.06014573314915533,0.7874396135265701,0.06192464381456375,0.7391304347826086
19,0.05962594167213893,0.7648953301127214,0.061039503663778305,0.7391304347826086
20,0.058312381955160614,0.782608695652174,0.06034143641591072,0.7681159420289855
21,0.05594348121020529,0.7954911433172303,0.06201171875,0.7971014492753623
22,0.056675481911442706,0.8132045088566827,0.054612863808870316,0.7971014492753623
23,0.0541925139233302,0.8180354267310789,0.05924782529473305,0.7681159420289855
24,0.05463389886150229,0.8115942028985508,0.050535209476947784,0.8115942028985508
25,0.0527359266763916,0.8276972624798712,0.05502544716000557,0.782608695652174
26,0.054625741111627525,0.8148148148148148,0.055891457945108414,0.7971014492753623
27,0.051069558086698566,0.8083735909822867,0.052704498171806335,0.7971014492753623
28,0.05174783963992016,0.8148148148148148,0.05399458855390549,0.7681159420289855
29,0.05190610456101944,0.8341384863123994,0.04963277280330658,0.8405797101449275
30,0.050267498670280845,0.8276972624798712,0.05189623311161995,0.782608695652174
31,0.05147680120119726,0.821256038647343,0.05004511773586273,0.7971014492753623
32,0.04964735062609932,0.8293075684380032,0.05042411759495735,0.7971014492753623
33,0.048636708498576986,0.8438003220611916,0.052356377243995667,0.8115942028985508
34,0.049323429993913176,0.8260869565217391,0.05576013773679733,0.7971014492753623
