epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.07781656194424284,0.7069243156199678,0.06658995896577835,0.8405797101449275
2,0.058306711811374354,0.821256038647343,0.052163101732730865,0.855072463768116
3,0.04594752193097139,0.8502415458937198,0.0512455590069294,0.8405797101449275
4,0.04212607301159757,0.8663446054750402,0.05220889300107956,0.8405797101449275
5,0.04032006271891356,0.8856682769726248,0.05193380266427994,0.855072463768116
6,0.03987034038909008,0.8792270531400966,0.05094718933105469,0.8405797101449275
7,0.03876398010974249,0.8856682769726248,0.05190147086977959,0.7971014492753623
8,0.037905706782583835,0.8808373590982287,0.05235596001148224,0.8260869565217391
9,0.0390897451835458,0.8711755233494364,0.05359753593802452,0.8115942028985508
10,0.037876376408285756,0.8921095008051529,0.05150347203016281,0.8260869565217391
11,0.03773771798697071,0.8792270531400966,0.05173943564295769,0.8115942028985508
