epoch,train_loss,val_loss
1,0.9714116806454128,0.9703297019004822
2,0.9717381721072726,0.9704527258872986
3,0.9683317597707113,0.969872236251831
4,0.967359013557434,0.9690729379653931
5,0.9673895581563314,0.9698423743247986
6,0.970718461672465,0.9695538282394409
7,0.9661205577850341,0.9639400839805603
8,0.9651539866129557,0.9584068059921265
9,0.965612514283922,0.9579012989997864
10,0.9628704039255778,0.950610339641571
11,0.9623630650838216,0.9598253965377808
12,0.9551291661792332,0.936226487159729
13,0.9568267509672377,0.9531621932983398
14,0.9517000680499607,0.9441320300102234
15,0.9586133490668403,0.9393289089202881
16,0.9620783350202773,0.9369170069694519
17,0.944494157632192,0.901739776134491
18,0.9627240522702535,0.9495692253112793
19,0.9520016373528375,0.9052584767341614
20,0.9418885421752929,0.9008089303970337
21,0.9438671747843425,0.9254252314567566
22,0.9427988333172268,0.8831753134727478
23,0.9233664491441514,0.8974252939224243
24,0.9531712664498223,0.9336430430412292
25,0.9405430481168959,0.8713504076004028
26,0.9176038167211744,0.8718889355659485
27,0.9041858291625977,0.8988685607910156
28,0.9488451396094428,0.9172593355178833
29,0.9121957890192668,0.8588782548904419
30,0.9200280594825745,0.8901574611663818
31,0.9162151429388258,0.8682740330696106
32,0.9055334806442261,0.8714134693145752
33,0.8899873065948486,0.8601797223091125
34,0.8970268466737535,0.869002103805542
