epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.9314266328988252,0.7367777777777778,0.9128139293988545,0.738
2,0.8980496337678697,0.7551851851851852,0.9072351743380229,0.762
3,0.8888382198015848,0.7572592592592593,0.9045589865048727,0.7596666666666667
4,0.8836487754715814,0.7565555555555555,0.9035362601280212,0.7556666666666667
5,0.8795174785896583,0.7565925925925926,0.9006649570465088,0.7546666666666667
6,0.8760967241569801,0.7595925925925926,0.8995161871910096,0.7556666666666667
7,0.875733767915655,0.7527407407407407,0.8954116298357646,0.7493333333333333
8,0.8723427709826717,0.7524074074074074,0.9073109914461772,0.765
9,0.8702693579285233,0.7562962962962962,0.8987192389170329,0.7586666666666667
10,0.8681115652013708,0.7541111111111111,0.8946127490997314,0.755
11,0.8697418383492364,0.7512222222222222,0.9039901154836019,0.7346666666666667
12,0.8662276470219648,0.7538148148148148,0.8965918792088826,0.758
13,0.8626340967814128,0.754,0.8895412027041117,0.737
14,0.8606051729343556,0.7526296296296296,0.8994498610496521,0.7553333333333333
15,0.8605802276046188,0.7547777777777778,0.8872012079556783,0.7516666666666667
16,0.855812614582203,0.7555555555555555,0.8932595302263896,0.742
17,0.8547837919305872,0.7534814814814815,0.8904653476079305,0.7543333333333333
18,0.8595052346476802,0.7528148148148148,0.8938711557388306,0.7563333333333333
19,0.8540503685915911,0.755962962962963,0.8919325385093689,0.743
20,0.8543106078748349,0.7491111111111111,0.8951119693120321,0.7523333333333333
