epoch,train_loss,val_loss
1,0.8690773604764647,0.6864913702011108
2,0.6855749786380024,0.6774566769599915
3,0.6606627888917539,0.6562056541442871
4,0.6486593338986334,0.6414082050323486
5,0.6280137832230032,0.6394482851028442
6,0.6181241728833332,0.6113253831863403
7,0.593536509791818,0.5885045528411865
8,0.5753164707942477,0.5792831182479858
9,0.5636853598742093,0.5691177248954773
10,0.5372644021699202,0.5537654161453247
11,0.5372794115984881,0.5657809972763062
12,0.5660387102916429,0.5649299025535583
13,0.5374308290880851,0.5616599917411804
14,0.5503115967851906,0.5595176815986633
15,0.5251697325380144,0.524362325668335
16,0.503462656588562,0.5126097202301025
17,0.5030302988446277,0.5172371864318848
18,0.5025862113193229,0.5193893909454346
19,0.49980411955699827,0.5417211055755615
20,0.5041987100277162,0.5260886549949646
21,0.5006601568581401,0.5388041734695435
