epoch,train_loss,val_loss
1,0.5299452654697276,0.4852885245482127
2,0.46994615796760275,0.4432901775042216
3,0.4568313075524789,0.44688046781222024
4,0.4490170765717824,0.4496688236395518
5,0.4464476499469192,0.4310649673938751
6,0.44223372828518903,0.4420798071225484
7,0.44086930323530127,0.438785232146581
8,0.43920697309352735,0.43607409977912903
9,0.43827218492825826,0.4303034826914469
10,0.4374295203332548,0.4309528084595998
11,0.4367063131420701,0.42987445123990375
12,0.4363399682221589,0.43636854592959085
13,0.43449262101561936,0.4304098748366038
14,0.4336583882084599,0.432898933728536
15,0.4335720602141486,0.4282659109433492
16,0.4327674130951917,0.4281605611642202
17,0.43180167805707015,0.4310350380738576
18,0.4302656015643367,0.4305862638950348
19,0.43041259612860505,0.42799263127644854
20,0.4295377422173818,0.42685420282681785
21,0.4275624862953469,0.4284468431472778
22,0.4268003114417747,0.42473120617866517
23,0.4263441044842755,0.42878725186983746
24,0.4254848921475587,0.4285994622707367
25,0.4246224541752427,0.4293548565705617
26,0.4243517982518231,0.4291669952869415
27,0.4317412116615861,0.44177011370658875
