epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.706400974361217,0.7681159420289855,0.6103732585906982,0.8260869565217391
2,0.5476238331165099,0.8534621578099839,0.4441389739513397,0.8260869565217391
3,0.4213394579296143,0.8631239935587761,0.3921162486076355,0.7971014492753623
4,0.36952948728621293,0.8760064412238325,0.38099607825279236,0.8115942028985508
5,0.36199544756500807,0.8631239935587761,0.3927719295024872,0.8260869565217391
6,0.35729716708598697,0.8743961352657005,0.38314518332481384,0.8260869565217391
7,0.3395662795566322,0.8840579710144928,0.37287306785583496,0.8260869565217391
8,0.33315154055850327,0.8856682769726248,0.36930957436561584,0.8260869565217391
9,0.3201271049834296,0.8808373590982287,0.36952707171440125,0.8260869565217391
10,0.3320722106286293,0.8727858293075684,0.36842623353004456,0.8405797101449275
11,0.3227022865160268,0.8904991948470209,0.3614647686481476,0.8260869565217391
12,0.31962519980091214,0.8840579710144928,0.35093411803245544,0.8260869565217391
13,0.31034382779433145,0.8856682769726248,0.3699619770050049,0.8260869565217391
14,0.31281328990743545,0.8888888888888888,0.3516513407230377,0.8260869565217391
15,0.2973217783966694,0.8904991948470209,0.352172315120697,0.8405797101449275
16,0.28638550595960754,0.9001610305958132,0.35650181770324707,0.8405797101449275
17,0.31288405897728677,0.8776167471819646,0.34384679794311523,0.8260869565217391
18,0.29610536428657325,0.8840579710144928,0.35089215636253357,0.8260869565217391
19,0.2799069348740693,0.9033816425120773,0.34733814001083374,0.8260869565217391
20,0.28108509007283455,0.9033816425120773,0.3422790467739105,0.8405797101449275
21,0.2833678510022048,0.9066022544283414,0.34925276041030884,0.8260869565217391
22,0.27974363909539396,0.9001610305958132,0.34931498765945435,0.8405797101449275
23,0.2639897879147107,0.8969404186795491,0.3400532603263855,0.8405797101449275
24,0.2607693539245501,0.9049919484702094,0.3491659164428711,0.8260869565217391
25,0.271000517571222,0.9098228663446055,0.3651692569255829,0.8405797101449275
26,0.25391126299297945,0.9098228663446055,0.35742729902267456,0.8260869565217391
27,0.2557869776243557,0.9130434782608695,0.35945335030555725,0.8260869565217391
28,0.25235837813160844,0.9114331723027376,0.36845505237579346,0.8405797101449275
