epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.6460545097572216,0.6956521739130435,0.52623051404953,0.8695652173913043
2,0.5114700159300929,0.8083735909822867,0.331390917301178,0.9130434782608695
3,0.3980424707926414,0.8518518518518519,0.2516654133796692,0.9130434782608695
4,0.33955840912802016,0.8647342995169082,0.23115308582782745,0.9130434782608695
5,0.3408139256367553,0.8502415458937198,0.22754772007465363,0.8985507246376812
6,0.324328333163415,0.8615136876006442,0.2241370975971222,0.9130434782608695
7,0.31365484212811634,0.8760064412238325,0.2300739288330078,0.9130434782608695
8,0.31648426700905324,0.8727858293075684,0.23076747357845306,0.9130434782608695
9,0.3075106721761338,0.8615136876006442,0.22112341225147247,0.9130434782608695
10,0.3038777784832818,0.8647342995169082,0.21785230934619904,0.9130434782608695
11,0.3059246280439042,0.8808373590982287,0.21643967926502228,0.9130434782608695
12,0.28995495809065164,0.8840579710144928,0.2060348242521286,0.9130434782608695
13,0.2879682379068384,0.8792270531400966,0.22031454741954803,0.9130434782608695
14,0.3039650042899757,0.8824476650563607,0.2219347208738327,0.9130434782608695
15,0.2812002359285063,0.893719806763285,0.22142291069030762,0.9130434782608695
16,0.28242741541969985,0.8856682769726248,0.23597031831741333,0.9130434782608695
17,0.2706749743981446,0.8888888888888888,0.21804942190647125,0.9130434782608695
