epoch,train_loss,val_loss
1,0.6701532272133083,0.6268408298492432
2,0.592750578974756,0.5373445749282837
3,0.5502344964974937,0.5119497776031494
4,0.5356902153787597,0.5187157988548279
5,0.5426875301989188,0.5121617913246155
6,0.5363222407642002,0.5204991698265076
7,0.5497659728434927,0.4989839792251587
8,0.5294630990128202,0.5004458427429199
9,0.5308990906594072,0.4967600703239441
10,0.5252621454125249,0.4909031093120575
11,0.524868497621994,0.4841015636920929
12,0.5227106747707883,0.506872832775116
13,0.527852003077186,0.49720531702041626
14,0.525315933469413,0.47146663069725037
15,0.5252178523467551,0.4921746850013733
16,0.5166803094499929,0.4635690450668335
17,0.5133505811533874,0.45116081833839417
18,0.5033545629413807,0.4541283845901489
19,0.5052499871898964,0.4014267027378082
20,0.4700157853524274,0.3253643810749054
21,0.4601519838239452,0.3733285665512085
22,0.4707451129209208,0.37382960319519043
23,0.46320059809131897,0.3747580647468567
24,0.4728545601721163,0.3750333786010742
25,0.4462179170138594,0.4014799892902374
