epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.06779326900839805,0.6522222222222223,0.06268678605556488,0.72
2,0.060368102027310265,0.7222222222222222,0.05933847278356552,0.77
3,0.05793255845705668,0.7355555555555555,0.059030789881944656,0.77
4,0.05676065385341644,0.7677777777777778,0.057989563792943954,0.74
5,0.05579993320835961,0.7355555555555555,0.05814472213387489,0.75
6,0.05442986475096809,0.76,0.05696134269237518,0.76
7,0.05519923683669832,0.7355555555555555,0.05707649886608124,0.78
8,0.0527534094121721,0.7588888888888888,0.05643070116639137,0.77
9,0.05508774487508668,0.7477777777777778,0.05638713762164116,0.76
10,0.05234600736035241,0.7611111111111111,0.05708075687289238,0.75
11,0.053418005837334526,0.7744444444444445,0.05584776774048805,0.75
12,0.051680518355634475,0.7677777777777778,0.05501224473118782,0.76
13,0.05001397083202998,0.7633333333333333,0.055988721549510956,0.74
14,0.050013071099917095,0.7777777777777778,0.055910252034664154,0.75
15,0.04941878341966205,0.7688888888888888,0.05617588013410568,0.77
16,0.048988501388165684,0.7833333333333333,0.056890327483415604,0.74
17,0.04847549753056632,0.7866666666666666,0.056626901030540466,0.75
