epoch,train_loss,val_loss
1,0.6583376093955048,0.608180046081543
2,0.5389569151228752,0.4815499782562256
3,0.41199925508284146,0.3957744538784027
4,0.3541914683897138,0.36139652132987976
5,0.34238312142674665,0.3358991742134094
6,0.3239132858896793,0.32013171911239624
7,0.3165786318396984,0.30994877219200134
8,0.296214503414581,0.301471471786499
9,0.30360864901888196,0.309310644865036
10,0.3039707497314171,0.31450197100639343
11,0.2942151115088455,0.32030680775642395
12,0.29826696368231287,0.3203628957271576
13,0.2935742616125543,0.3142108917236328
