epoch,train_loss,val_loss
1,0.7526123639850033,0.7224463820457458
2,0.6885088464296191,0.6476929187774658
3,0.6465326880679231,0.6524341702461243
4,0.6275691789321469,0.6300166249275208
5,0.6010637085602863,0.6166552305221558
6,0.6036064827307794,0.6275759339332581
7,0.6120811387920533,0.6275046467781067
8,0.5983319989916975,0.6246107816696167
9,0.59123169425605,0.6183766722679138
10,0.5867457120122925,0.608699381351471
11,0.5900896458426151,0.6050035953521729
12,0.5779461345234931,0.5960389375686646
13,0.5574375184645783,0.6136954426765442
14,0.5622664884860581,0.6060874462127686
15,0.5765537309569821,0.6035211682319641
16,0.572959267862753,0.5976333022117615
17,0.5629787995523493,0.5946969389915466
18,0.5586207502322112,0.5967779755592346
19,0.5449256242377363,0.6053569912910461
20,0.550133098438742,0.5910254716873169
21,0.544584364466813,0.5942734479904175
22,0.5442242412655441,0.620354175567627
23,0.5445114917417271,0.5885543823242188
24,0.5560407271419746,0.5995778441429138
25,0.5541236362211562,0.5861653089523315
26,0.5428230242260796,0.5972627401351929
27,0.5415005928652298,0.5953360795974731
28,0.5374971456861727,0.5802782773971558
29,0.532707119429553,0.6236544251441956
30,0.5207859737957541,0.5834273099899292
31,0.522042824258359,0.6160561442375183
32,0.5087615735768888,0.5816061496734619
33,0.5029937089353368,0.5738826394081116
34,0.5138916320942835,0.5514243245124817
35,0.4808016457803391,0.5833465456962585
