train_losses,val_losses,val_accuracies,val_sensitivities,val_specificities,Fold
0.5816181326158073,0.4525976574075395,0.9130434782608695,0.9666666666666667,0.8717948717948718,0
0.3368277252192732,0.28273847072884656,0.9130434782608695,0.9666666666666667,0.8717948717948718,0
0.23429598752556816,0.25136699365532916,0.8840579710144928,0.9333333333333333,0.8461538461538461,0
0.21293217613820795,0.24786043129321458,0.8840579710144928,0.9333333333333333,0.8461538461538461,0
0.19641097100147545,0.22983933094403017,0.8840579710144928,0.9333333333333333,0.8461538461538461,0
0.18269499130369932,0.23905734928405803,0.8840579710144928,0.9333333333333333,0.8461538461538461,0
0.1919529013418358,0.230279962869658,0.8985507246376812,0.9333333333333333,0.8717948717948718,0
0.17815642897187248,0.2283701045519632,0.8840579710144928,0.9333333333333333,0.8461538461538461,0
0.17251340711338772,0.23344092783720596,0.8985507246376812,0.9333333333333333,0.8717948717948718,0
0.15943042345923591,0.24435765028971693,0.8840579710144928,0.9333333333333333,0.8461538461538461,0
0.1544711822894787,0.24098378730316958,0.8985507246376812,0.9333333333333333,0.8717948717948718,0
0.16744608131551705,0.2476319764079391,0.8985507246376812,0.9333333333333333,0.8717948717948718,0
0.1565081998587788,0.24534628885811655,0.8985507246376812,0.9333333333333333,0.8717948717948718,0
0.15870035497586815,0.2626189318472061,0.8840579710144928,0.9333333333333333,0.8461538461538461,0
0.14688738179282418,0.2708462698628073,0.8840579710144928,0.9333333333333333,0.8461538461538461,0
0.14482444888438362,0.2772843136411646,0.8840579710144928,0.9333333333333333,0.8461538461538461,0
0.1502884935747047,0.2776449168019969,0.8840579710144928,0.9333333333333333,0.8461538461538461,0
0.1300667040463295,0.2749813632580681,0.8840579710144928,0.9333333333333333,0.8461538461538461,0
0.12488253511453015,0.27773693255216314,0.8985507246376812,0.9333333333333333,0.8717948717948718,0
0.12320481445020427,0.2672263539895631,0.8985507246376812,0.9333333333333333,0.8717948717948718,0
0.12252136711887247,0.28366319594931777,0.8985507246376812,0.9333333333333333,0.8717948717948718,0
0.10799122439983719,0.28082253735350526,0.8985507246376812,0.9333333333333333,0.8717948717948718,0
0.12394095142556445,0.29088572385734407,0.8985507246376812,0.9333333333333333,0.8717948717948718,0
0.11706421138178527,0.2929088102950566,0.8985507246376812,0.9333333333333333,0.8717948717948718,0
0.11592673310764996,0.3060617259285156,0.8985507246376812,0.9333333333333333,0.8717948717948718,0
0.10961360277729065,0.310180459468477,0.8840579710144928,0.9333333333333333,0.8461538461538461,0
0.10674061998134558,0.29849105344518373,0.9130434782608695,0.9333333333333333,0.8974358974358975,0
0.10667816770341242,0.29628216008237307,0.8985507246376812,0.9333333333333333,0.8717948717948718,0
0.10055407936051607,0.31792591973815276,0.8985507246376812,0.9333333333333333,0.8717948717948718,0
