feature,mean_abs_shap
max_pay_delay,0.23344292640381434
num_delayed_months,0.11392818918322958
PAY_0,0.05977335662744514
avg_bill_amt,0.04263981795627631
LIMIT_BAL,0.040898568275431126
utilization_current,0.03929308160191439
BILL_AMT2,0.028780656036725343
avg_pay_amt,0.02366084988335645
max_pay_amt,0.022256947913529466
avg_utilization,0.017543311008655967
avg_pay_delay,0.0154858912952542
std_bill_amt,0.013405225241096597
max_bill_amt,0.013074811934069558
avg_payment_to_bill_ratio,0.009573046016910279
recent_bill_change,0.00919575394875206
PAY_AMT1,0.008450386867980492
PAY_AMT6,0.006149099957228573
PAY_AMT3,0.005791835595110279
recent_payment_change,0.00539769313175207
PAY_AMT2,0.0050946628647466205
PAY_AMT4,0.004360805145805394
payment_to_bill_ratio_1,0.0043073476580434145
BILL_AMT5,0.004121501622215702
std_pay_amt,0.003552444915870207
MARRIAGE,0.003352484513273451
BILL_AMT1,0.002675579096874366
PAY_AMT5,0.002420744520760418
AGE,0.002284376464336099
BILL_AMT4,0.001548644776706262
PAY_4,0.00129118269042118
PAY_3,0.001248243905816187
BILL_AMT3,0.0008096894142611625
BILL_AMT6,0.000540086948722444
SEX,0.0
PAY_2,0.0
EDUCATION,0.0
PAY_5,0.0
PAY_6,0.0
