feature,mean_abs_shap
max_pay_delay,0.2404485298470799
num_delayed_months,0.11672902417014262
PAY_0,0.06878520173911958
LIMIT_BAL,0.04640293288004913
utilization_current,0.036753135165824596
PAY_AMT2,0.03291130407008402
avg_pay_amt,0.032793783593600016
BILL_AMT2,0.019670128843432767
avg_pay_delay,0.01931785042151339
BILL_AMT1,0.018672141745698735
max_bill_amt,0.018257481221373266
avg_bill_amt,0.018116570028225042
avg_utilization,0.014839487200349706
recent_bill_change,0.011772569346008354
PAY_AMT1,0.011473531393621976
payment_to_bill_ratio_1,0.009055995091046527
std_bill_amt,0.00863700685441973
PAY_AMT3,0.008382078919190952
avg_payment_to_bill_ratio,0.0072250687089246025
max_pay_amt,0.006924482689348942
PAY_AMT4,0.006654322844865469
recent_payment_change,0.0033945171798646506
BILL_AMT5,0.002493707616682613
AGE,0.0021555863225233
BILL_AMT3,0.0018430701792981703
PAY_AMT6,0.0018257605546219107
PAY_AMT5,0.0015183781257138238
std_pay_amt,0.0008424439521954071
SEX,0.0008420502764625118
BILL_AMT6,0.0006875989071084185
BILL_AMT4,0.0
EDUCATION,0.0
MARRIAGE,0.0
PAY_2,0.0
PAY_3,0.0
PAY_4,0.0
PAY_5,0.0
PAY_6,0.0
