feature,mean_abs_shap
PAY_0,0.3531528338522477
max_pay_delay,0.2798447807837479
num_delayed_months,0.14132886511087164
avg_pay_delay,0.12673759371231522
LIMIT_BAL,0.09954085646707062
avg_utilization,0.09452522241643384
recent_bill_change,0.08686348657758701
utilization_current,0.06536727588256801
BILL_AMT1,0.057911821217751805
MARRIAGE,0.05761222039209377
PAY_AMT1,0.05279299846445196
PAY_AMT2,0.04858161670851455
PAY_AMT3,0.0413959878803253
payment_to_bill_ratio_1,0.040898591106252206
PAY_AMT5,0.040695821947525745
std_bill_amt,0.04014544014353563
EDUCATION,0.03446244802066745
avg_pay_amt,0.03435801364726528
PAY_AMT4,0.03409067208489335
max_pay_amt,0.03237089252095887
SEX,0.03197108294539455
PAY_AMT6,0.03180517202916352
avg_payment_to_bill_ratio,0.028874984778654286
PAY_5,0.028309328290763835
max_bill_amt,0.02795015127874995
recent_payment_change,0.027181431169807067
avg_bill_amt,0.02020806170537747
BILL_AMT5,0.01880640652536543
std_pay_amt,0.015070752621364775
BILL_AMT4,0.014822843911213995
BILL_AMT3,0.014453544584326605
PAY_6,0.013375580094651573
BILL_AMT6,0.013369232530068048
AGE,0.01295778419524269
BILL_AMT2,0.011301288086235324
PAY_2,0.010665172522007226
PAY_3,0.010373038886477165
PAY_4,0.00556979380188102
