feature,mean_abs_shap
PAY_0,0.3165323775473128
max_pay_delay,0.23612553236332595
num_delayed_months,0.16179851109200746
avg_utilization,0.10425645050146841
avg_pay_delay,0.09608289526079729
LIMIT_BAL,0.07773933882446316
utilization_current,0.06525663165587625
std_bill_amt,0.058491236024965886
PAY_AMT3,0.05503174619604937
BILL_AMT1,0.05096597844973796
recent_bill_change,0.049023458369242615
PAY_AMT4,0.04808572751518944
PAY_AMT1,0.045430233068912765
PAY_AMT2,0.04451080755519033
EDUCATION,0.0441496998212513
MARRIAGE,0.03933471873006297
avg_payment_to_bill_ratio,0.03350213980054135
PAY_6,0.03338017940734807
max_pay_amt,0.033175571247040514
SEX,0.03286398060361101
avg_pay_amt,0.03227225313389892
PAY_2,0.029469923339920226
payment_to_bill_ratio_1,0.024541047617245168
max_bill_amt,0.022725920497051983
PAY_AMT6,0.020252677897958753
AGE,0.019914880363861145
PAY_5,0.01859535584673034
BILL_AMT5,0.01757140005613986
BILL_AMT2,0.017373821310417287
BILL_AMT3,0.014270719645885593
recent_payment_change,0.012341550253302198
avg_bill_amt,0.011796814556768915
std_pay_amt,0.011324427498000443
BILL_AMT4,0.010678215362094748
PAY_4,0.010464288904680819
PAY_3,0.007616100422113986
PAY_AMT5,0.006776430649553313
BILL_AMT6,0.004015834562787234
