feature,mean_abs_shap
max_pay_delay,0.18329714830866808
num_delayed_months,0.12505073097503078
avg_pay_amt,0.07488880913037793
PAY_0,0.06448536132297572
utilization_current,0.038295499146562766
avg_pay_delay,0.035308112349858596
LIMIT_BAL,0.03103739655433907
avg_bill_amt,0.02500824607608346
PAY_AMT6,0.019877417783679713
avg_utilization,0.014831479196859818
BILL_AMT1,0.01450830287372935
PAY_AMT3,0.013070998387708638
max_pay_amt,0.011538265881033077
avg_payment_to_bill_ratio,0.010992387139810699
std_bill_amt,0.010266161311331276
max_bill_amt,0.010105884830423722
payment_to_bill_ratio_1,0.009480739103932765
recent_bill_change,0.007861706410421648
PAY_AMT1,0.007416902879234
PAY_AMT2,0.005415317067117639
std_pay_amt,0.00463887148448948
BILL_AMT2,0.004000251985183479
AGE,0.003158373150190829
recent_payment_change,0.002716209450102238
BILL_AMT6,0.002654873387218563
BILL_AMT3,0.0026234792650804057
BILL_AMT4,0.0025226739363961746
SEX,0.0013704946609661842
PAY_AMT5,0.0013086815223066616
MARRIAGE,0.0012409138646347104
EDUCATION,0.0006046434124162743
PAY_AMT4,0.0
BILL_AMT5,0.0
PAY_2,0.0
PAY_3,0.0
PAY_4,0.0
PAY_5,0.0
PAY_6,0.0
