feature,mean_abs_shap
PAY_0,0.3270779013006046
max_pay_delay,0.21803213984653785
num_delayed_months,0.2036304904123632
LIMIT_BAL,0.08649565691107282
utilization_current,0.0772492800234108
avg_pay_delay,0.07454468695972907
avg_utilization,0.06781806556526057
MARRIAGE,0.06518522379450682
avg_pay_amt,0.05679873847601206
recent_bill_change,0.05066011663431757
PAY_AMT2,0.045842922954988964
std_bill_amt,0.045537821484996265
PAY_AMT1,0.03977901964528538
avg_payment_to_bill_ratio,0.03950006378926446
payment_to_bill_ratio_1,0.03684476850576665
BILL_AMT1,0.03667111278385564
PAY_AMT6,0.03621081611745218
EDUCATION,0.033286622896552744
PAY_AMT4,0.03241222346873346
SEX,0.03230089237141341
PAY_3,0.027701487056170957
max_bill_amt,0.02745842635596367
PAY_AMT3,0.02298549070657597
PAY_2,0.018892746394525928
max_pay_amt,0.017166274900875262
PAY_6,0.01716572790750193
std_pay_amt,0.015459659433897904
PAY_5,0.014668573087881774
BILL_AMT5,0.014126864856213945
recent_payment_change,0.013419620936985871
PAY_AMT5,0.013106253371116027
BILL_AMT2,0.012189754278891369
BILL_AMT4,0.010428751186106614
avg_bill_amt,0.009753939574819888
BILL_AMT3,0.008620409863162079
PAY_4,0.007852564039442254
AGE,0.006629908266981228
BILL_AMT6,0.006059871705982739
