feature,mean_abs_shap
max_pay_delay,0.20835310751936825
num_delayed_months,0.11118442311507894
PAY_0,0.05717471818189222
avg_pay_amt,0.04813271431446857
utilization_current,0.04301769207387463
std_bill_amt,0.03162711099250484
BILL_AMT1,0.026344334783971544
avg_utilization,0.024261696224681353
LIMIT_BAL,0.0213266192636265
max_bill_amt,0.018806963086332555
avg_pay_delay,0.018764007786409874
PAY_AMT3,0.018347158343411444
PAY_AMT4,0.01643858962332759
max_pay_amt,0.01452897046761565
BILL_AMT2,0.01274090710131589
PAY_AMT2,0.009408559311982596
recent_bill_change,0.009050476739885504
avg_payment_to_bill_ratio,0.008799379508056163
PAY_AMT6,0.008239360865890525
PAY_AMT1,0.006934487637264654
payment_to_bill_ratio_1,0.003014376440363757
recent_payment_change,0.0026430571979649425
AGE,0.002512331399584271
PAY_2,0.0025066378444097747
BILL_AMT4,0.002274226774532121
avg_bill_amt,0.002078133775158045
PAY_AMT5,0.0018611559515859723
std_pay_amt,0.0013782249820923642
BILL_AMT5,0.001356439271718471
SEX,0.001229478318011078
BILL_AMT6,0.0011406872913833873
PAY_3,0.0010766298109131532
MARRIAGE,0.00037084278395625725
BILL_AMT3,0.0003491470094734942
EDUCATION,0.0
PAY_4,0.0
PAY_5,0.0
PAY_6,0.0
