feature,mean_abs_shap
PAY_0,0.4003994456748139
max_pay_delay,0.210743858911747
num_delayed_months,0.17702932386525885
avg_pay_delay,0.10435016333280649
LIMIT_BAL,0.08823486659681501
std_bill_amt,0.07952951210490508
utilization_current,0.07910578020437634
avg_utilization,0.06912919517326736
recent_bill_change,0.06674560372077398
MARRIAGE,0.060024177616987924
BILL_AMT1,0.05257680768804321
payment_to_bill_ratio_1,0.050704423673999285
PAY_6,0.047133250897836945
PAY_AMT1,0.042676016424871094
PAY_AMT3,0.037433872776072706
EDUCATION,0.035563553800677244
avg_pay_amt,0.03205939612282489
avg_payment_to_bill_ratio,0.03193428182316599
PAY_AMT6,0.03185858935244614
avg_bill_amt,0.024880980831082186
PAY_AMT5,0.024191642210527338
PAY_AMT4,0.022865278879069334
SEX,0.02201342287909747
PAY_2,0.018725597460126607
max_bill_amt,0.018520938074254825
PAY_AMT2,0.016815286229735014
max_pay_amt,0.01657009040505855
std_pay_amt,0.016053746812543953
AGE,0.016012717266602344
BILL_AMT5,0.014477161729167751
BILL_AMT2,0.013173388656996222
recent_payment_change,0.012146072321726068
PAY_5,0.011569580013535839
BILL_AMT4,0.01141526637870187
PAY_3,0.009393687658389938
BILL_AMT3,0.009089884063128953
PAY_4,0.005502044146262341
BILL_AMT6,0.005273716966570681
