feature,mean_abs_shap
PAY_0,0.35928359305131996
max_pay_delay,0.1999919126965178
num_delayed_months,0.18352565668764226
avg_pay_delay,0.09232568995749718
avg_utilization,0.0855677840261348
utilization_current,0.08535077241992785
LIMIT_BAL,0.06962481193402557
recent_bill_change,0.06564403520425123
avg_pay_amt,0.06137368307035132
PAY_AMT1,0.049837549637935186
std_bill_amt,0.04885764764942968
PAY_AMT2,0.04649977654838953
PAY_AMT3,0.04058352854999634
BILL_AMT1,0.04043852594296668
avg_payment_to_bill_ratio,0.03942031235804357
PAY_AMT6,0.03543869572000528
EDUCATION,0.03435711659945959
PAY_AMT4,0.03392329740140283
MARRIAGE,0.028229220897525296
SEX,0.0268296031576767
PAY_4,0.026506246353371787
PAY_6,0.025403640988111275
max_pay_amt,0.02481363772218518
payment_to_bill_ratio_1,0.024641329508074076
PAY_AMT5,0.02162895809369135
BILL_AMT2,0.021457317581767787
PAY_2,0.020417855119771667
std_pay_amt,0.02010982152924059
max_bill_amt,0.019796414555193823
avg_bill_amt,0.01822900741958296
BILL_AMT3,0.016916008455087367
AGE,0.015287503295371575
PAY_5,0.014376160861914494
BILL_AMT5,0.012647777562738757
PAY_3,0.010870335389699193
recent_payment_change,0.010701550596162172
BILL_AMT6,0.009037123549063445
BILL_AMT4,0.007413410720052183
