feature,mean_abs_shap
PAY_0,0.3718922938474115
max_pay_delay,0.23404073940146575
num_delayed_months,0.13969700255715606
avg_pay_delay,0.10640348227935989
LIMIT_BAL,0.08983685689319837
avg_utilization,0.08572329147534886
utilization_current,0.07546353916158119
recent_bill_change,0.06063151613949955
BILL_AMT1,0.054654052884820864
PAY_AMT4,0.0445469031793854
max_bill_amt,0.0426059954639944
std_bill_amt,0.04230063599781946
PAY_AMT3,0.0411808276150085
avg_payment_to_bill_ratio,0.04072498825024048
PAY_AMT1,0.036945526438476164
MARRIAGE,0.03427355455383867
payment_to_bill_ratio_1,0.03264105075070734
BILL_AMT2,0.031125261124999762
EDUCATION,0.029364567260361654
SEX,0.029036047405094596
PAY_AMT2,0.027984597537813845
PAY_5,0.024350630778304405
AGE,0.02316863195574258
avg_pay_amt,0.019118890614909057
max_pay_amt,0.017283996167183707
PAY_6,0.0169631877473715
PAY_2,0.015779260004127892
avg_bill_amt,0.015066148752614054
std_pay_amt,0.014930153924907095
PAY_AMT5,0.012140717592976809
PAY_AMT6,0.012081565761715249
PAY_3,0.011837984526391196
BILL_AMT5,0.011602702751176718
recent_payment_change,0.009746199409675384
BILL_AMT3,0.008898196214491796
BILL_AMT6,0.007470607118388453
PAY_4,0.006704042360744785
BILL_AMT4,0.00454255959656885
