feature,mean_abs_shap
max_pay_delay,0.2358179495672227
PAY_0,0.0857385403845516
num_delayed_months,0.060392159458270325
utilization_current,0.0432541282011713
avg_pay_amt,0.034291353752641016
avg_pay_delay,0.03200311884179002
std_bill_amt,0.03137239905135819
PAY_AMT2,0.02856525183022951
avg_payment_to_bill_ratio,0.028138612722766142
LIMIT_BAL,0.026798642529014934
avg_utilization,0.017446476719387056
PAY_AMT3,0.0167117127769478
BILL_AMT2,0.015484935201834716
avg_bill_amt,0.014203662539141643
max_pay_amt,0.013319689936924234
BILL_AMT1,0.012473581557374729
recent_payment_change,0.010913310287031939
std_pay_amt,0.008629619552400263
PAY_AMT4,0.008228622189228868
recent_bill_change,0.007768404507632134
payment_to_bill_ratio_1,0.006655436001592834
PAY_AMT6,0.0059789476056473796
PAY_AMT1,0.005813323389992595
BILL_AMT5,0.0044860213289074965
BILL_AMT3,0.004090334046065087
max_bill_amt,0.0032680050775242327
PAY_2,0.0029763717024735964
MARRIAGE,0.0024413078331220004
BILL_AMT4,0.002301570946978965
AGE,0.0021976893770149306
PAY_AMT5,0.0017747742337700615
EDUCATION,0.0013776848517693292
PAY_6,0.0013406438877312378
BILL_AMT6,0.0005854679026167859
SEX,0.0
PAY_3,0.0
PAY_4,0.0
PAY_5,0.0
