feature,mean_abs_shap
max_pay_delay,0.1320273964881776
num_delayed_months,0.09400970939863128
PAY_0,0.05112463263587061
utilization_current,0.03881671896471452
avg_pay_delay,0.0341191386999311
LIMIT_BAL,0.028906020702038557
avg_bill_amt,0.024998248727740997
avg_pay_amt,0.024135805504908937
std_bill_amt,0.019876157241514522
BILL_AMT1,0.01605417792256304
max_bill_amt,0.015479128848257823
PAY_AMT3,0.014122814048108476
PAY_AMT2,0.01057357594902593
avg_payment_to_bill_ratio,0.0091503675673981
recent_bill_change,0.009059897485955306
BILL_AMT2,0.008222239657583615
PAY_AMT1,0.007496485005010181
avg_utilization,0.006685518686622139
PAY_AMT4,0.006328174695946231
payment_to_bill_ratio_1,0.006097509692931403
max_pay_amt,0.004475875500276853
std_pay_amt,0.0026434517774558937
BILL_AMT5,0.0025681809886804394
recent_payment_change,0.002013898939247057
AGE,0.002000450529201668
EDUCATION,0.001213827970991495
BILL_AMT3,0.0009217439881158902
BILL_AMT4,0.0006805848587759089
PAY_AMT5,0.0005361730206832971
PAY_AMT6,0.00033817740092166593
MARRIAGE,0.00017867737193627287
BILL_AMT6,0.00012048868268084416
SEX,0.0
PAY_2,0.0
PAY_3,0.0
PAY_4,0.0
PAY_5,0.0
PAY_6,0.0
