feature,mean_abs_shap
PAY_0,0.34194148698293886
max_pay_delay,0.22711066017845447
num_delayed_months,0.16146440790371708
avg_utilization,0.124773929871009
LIMIT_BAL,0.09572608430364708
recent_bill_change,0.08348371844607952
std_bill_amt,0.08335504530654737
utilization_current,0.06935568327024404
PAY_AMT1,0.06873003901550778
EDUCATION,0.060400569355243294
avg_pay_delay,0.054905754780192925
MARRIAGE,0.05436168947112325
PAY_AMT4,0.05287961681672431
BILL_AMT1,0.05255198901987027
PAY_AMT3,0.04853789375107621
avg_payment_to_bill_ratio,0.04557220065756277
PAY_AMT6,0.042999517218729494
PAY_AMT2,0.041492188333576686
PAY_2,0.03777428406830592
payment_to_bill_ratio_1,0.03621377825717739
max_bill_amt,0.032927298375595104
SEX,0.026412911492131326
AGE,0.024284105060067385
PAY_5,0.022598695242901843
avg_pay_amt,0.022110579194085905
PAY_AMT5,0.02077808387036889
std_pay_amt,0.020730621196648577
max_pay_amt,0.020198886010670644
avg_bill_amt,0.019100120821225232
BILL_AMT4,0.017655285975373955
BILL_AMT5,0.01750228020230567
BILL_AMT2,0.015796644548937505
PAY_6,0.014914852753906907
PAY_3,0.013428550814101312
recent_payment_change,0.01170724540529812
BILL_AMT3,0.00845929111182903
PAY_4,0.008343923350735855
BILL_AMT6,0.006734209779097535
