feature,mean_abs_shap
max_pay_delay,0.2262707801766453
PAY_0,0.06955482795340703
num_delayed_months,0.06054680215272034
LIMIT_BAL,0.045296715174737184
utilization_current,0.04305346527802677
max_bill_amt,0.03143611617065898
avg_pay_delay,0.026518509475254394
avg_payment_to_bill_ratio,0.026157463881852607
std_bill_amt,0.0248902775736839
BILL_AMT2,0.01963313453528542
avg_bill_amt,0.0179390450671911
PAY_AMT4,0.015784689554602833
recent_bill_change,0.013206787861434928
avg_utilization,0.009767268654883405
recent_payment_change,0.008716103001470306
PAY_AMT3,0.007715922443105202
std_pay_amt,0.0076424997798379335
PAY_2,0.0069530498544224245
max_pay_amt,0.00640092837195932
payment_to_bill_ratio_1,0.006056354955905988
PAY_AMT1,0.005341705958114242
BILL_AMT1,0.005028619306115807
PAY_AMT2,0.0046488301723678765
avg_pay_amt,0.004425249844597282
PAY_AMT5,0.0032732175440194676
PAY_AMT6,0.0030058004648312736
BILL_AMT5,0.0021982536326616633
BILL_AMT4,0.001799554280036756
AGE,0.0017237687590640155
BILL_AMT3,0.00048116478158690687
MARRIAGE,0.00027084574244622145
BILL_AMT6,0.0
SEX,0.0
EDUCATION,0.0
PAY_3,0.0
PAY_4,0.0
PAY_5,0.0
PAY_6,0.0
