feature,mean_abs_shap
PAY_0,0.3296883696596824
max_pay_delay,0.2536354343860532
num_delayed_months,0.15058789970444894
avg_utilization,0.10755435473592921
avg_pay_delay,0.10676665160788613
utilization_current,0.09460777232780969
LIMIT_BAL,0.07587573424750436
PAY_AMT1,0.06620672915495099
recent_bill_change,0.06339119023394349
avg_pay_amt,0.05516547520868084
PAY_AMT2,0.05289510734063406
payment_to_bill_ratio_1,0.04860435865011812
PAY_AMT3,0.04569178505336809
MARRIAGE,0.04528639758963
avg_payment_to_bill_ratio,0.044258742306555646
PAY_AMT4,0.043917306577290136
PAY_AMT6,0.03732975480152174
std_bill_amt,0.033733851210128625
EDUCATION,0.03223353680865981
SEX,0.030700721725177838
avg_bill_amt,0.0299745850096075
BILL_AMT1,0.02897617932346538
max_bill_amt,0.02874155704344135
PAY_5,0.0286735592747476
std_pay_amt,0.02598564249912874
PAY_2,0.0241784493041093
max_pay_amt,0.020334250498157156
PAY_AMT5,0.01856919447889936
BILL_AMT3,0.01821734462858861
recent_payment_change,0.01785460836923477
AGE,0.01746115572563851
PAY_3,0.016390891415031836
BILL_AMT2,0.015030561413155105
BILL_AMT6,0.013599249593043747
PAY_6,0.013229475595827895
BILL_AMT5,0.012851530710337284
BILL_AMT4,0.012541576032726471
PAY_4,0.01078711793314329
